op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
inclusion,2state1ap1acc_05192_c×2state1ap1acc_16928,0.0053,0.0024,,41,1681,75,
inclusion,2state1ap1acc_05196_c×3state1ap0acc_106568,0.0056,0.0024,,27,729,45,
inclusion,2state1ap1acc_05196×2state1ap2acc_parity_0021782912,0.005,0.0025,,39,1521,54,
inclusion,2state1ap1acc_05196×2state1ap2acc_parity_2340605713_c,0.0059,0.0042,,21,441,45,
inclusion,2state1ap1acc_05196×3state1ap0acc_029962_c,0.0068,0.003,,61,3721,125,
inclusion,2state1ap1acc_05250_c×3state1ap0acc_013326,0.0079,0.0033,,79,6241,278,
inclusion,2state1ap1acc_05250×3state1ap0acc_071880,0.0058,0.0022,,29,841,80,
inclusion,2state1ap1acc_05760_c×3state1ap0acc_074264_c,0.004,0.0026,,16,256,30,
inclusion,2state1ap1acc_05760×2state1ap2acc_parity_0270871214_c,0.004,0.0024,,28,784,51,
inclusion,2state1ap1acc_05762_c×2state1ap2acc_parity_0015679492_c,0.0052,0.0022,,29,841,102,
inclusion,2state1ap1acc_06208×3state1ap0acc_006428,0.0099,0.0029,,77,5929,285,
inclusion,2state1ap1acc_06272×3state1ap0acc_029268_c,0.0114,0.0029,,112,12544,241,
inclusion,2state1ap1acc_06284×3state1ap0acc_075116_c,0.0037,0.003,,22,484,76,
inclusion,2state1ap1acc_06344_c×3state1ap0acc_074276_c,0.0042,0.0022,,28,784,29,
inclusion,2state1ap1acc_06344×3state1ap0acc_074788,0.0063,0.0023,,32,1024,77,
inclusion,2state1ap1acc_06540_c×3state1ap0acc_106566_c,0.0032,0.002,,18,324,28,
inclusion,2state1ap1acc_06592_c×3state1ap0acc_107104_c,0.0102,0.0028,,120,14400,367,
inclusion,2state1ap1acc_06600×3state1ap0acc_007436,0.0067,0.0025,,64,4096,316,
inclusion,2state1ap1acc_16642×3state1ap0acc_076420,0.0103,0.0025,,36,1296,103,
inclusion,2state1ap1acc_16898_c×3state1ap0acc_007172_c,0.0052,0.0024,,20,400,32,
inclusion,2state1ap1acc_16913_c×3state1ap0acc_073801_c,0.0032,0.0021,,11,121,32,
inclusion,2state1ap1acc_16928_c×3state1ap0acc_031238_c,0.0048,0.0023,,33,1089,70,
inclusion,2state1ap1acc_17184×3state1ap0acc_007206,0.0099,0.0029,,101,10201,229,
inclusion,2state1ap1acc_17184×3state1ap0acc_074829_c,0.0054,0.0029,,33,1089,118,
inclusion,2state1ap1acc_17538×2state1ap2acc_parity_0006272130_c,0.0051,0.0024,,22,484,32,
inclusion,2state1ap1acc_18048_c×3state1ap0acc_006324_c,0.0061,0.0024,,52,2704,209,
inclusion,2state1ap1acc_18497_c×3state1ap0acc_079365_c,0.0074,0.0028,,78,6084,399,
inclusion,2state1ap1acc_18497×2state1ap2acc_parity_0088367886_c,0.0057,0.0025,,23,529,53,
inclusion,2state1ap1acc_18497×3state1ap0acc_093194_c,0.0093,0.0032,,91,8281,214,
inclusion,2state1ap1acc_18561×3state1ap0acc_025632,0.0046,0.002,,20,400,49,
inclusion,2state1ap1acc_18577_c×3state1ap0acc_025976_c,0.0054,0.0026,,50,2500,118,
inclusion,2state1ap1acc_18824×3state1ap0acc_076805_c,0.0076,0.0029,,68,4624,257,
inclusion,2state1ap1acc_19552×2state1ap2acc_parity_1428488866_c,0.0036,0.0024,,21,441,43,
inclusion,2state1ap1acc_49410×2state1ap2acc_parity_0368715780,0.0039,0.002,,9,81,17,
inclusion,2state1ap2acc_parity_0001134600_c×3state1ap0acc_013348,0.0132,0.0024,,147,21609,97,
inclusion,2state1ap2acc_parity_0001191050_c×2state1ap2acc_parity_1164845312_c,0.0034,0.0028,,19,361,57,
inclusion,2state1ap2acc_parity_0001191050_c×3state1ap0acc_077964_c,0.0052,0.0029,,44,1936,73,
inclusion,2state1ap2acc_parity_0001576965_c×2state1ap2acc_parity_0270436363_c,0.0041,0.0021,,22,484,41,
inclusion,2state1ap2acc_parity_0001576965_c×3state1ap0acc_086172,0.0064,0.0027,,49,2401,109,
inclusion,2state1ap2acc_parity_0002234113_c×3state1ap0acc_006692,0.0047,0.0028,,33,1089,83,
inclusion,2state1ap2acc_parity_0002234113_c×3state1ap0acc_074854,0.0065,0.0026,,46,2116,114,
inclusion,2state1ap2acc_parity_0002234113×3state1ap0acc_074308,0.0052,0.0025,,36,1296,38,
inclusion,2state1ap2acc_parity_0002234960×3state1ap0acc_092744,0.0042,0.0028,,22,484,61,
inclusion,2state1ap2acc_parity_0002667783×3state1ap0acc_004276_c,0.2423,0.0021,,41,1681,79,
inclusion,2state1ap2acc_parity_0002797312×3state1ap0acc_005668_c,0.0127,0.0024,,147,21609,97,
inclusion,2state1ap2acc_parity_0002957056×3state1ap0acc_007836,0.0081,0.0026,,74,5476,134,
inclusion,2state1ap2acc_parity_0004215432×3state1ap0acc_076357,0.0119,0.0031,,96,9216,172,
inclusion,2state1ap2acc_parity_0004496645×3state1ap0acc_069804,0.0043,0.0023,,28,784,91,
inclusion,2state1ap2acc_parity_0004527624_c×3state1ap0acc_012636,0.0061,0.0028,,52,2704,145,
inclusion,2state1ap2acc_parity_0004527624_c×3state1ap0acc_029189,0.0035,0.0022,,10,100,16,
inclusion,2state1ap2acc_parity_0004552970×3state1ap0acc_005160_c,0.0051,0.0022,,29,841,41,
inclusion,2state1ap2acc_parity_0004822272_c×2state1ap2acc_parity_0005984512_c,0.0425,0.0021,,14,196,44,
inclusion,2state1ap2acc_parity_0004822272_c×3state1ap0acc_081540,0.008,0.0024,,78,6084,118,
inclusion,2state1ap2acc_parity_0005106434_c×3state1ap0acc_012552_c,0.0147,0.0021,,15,225,19,
inclusion,2state1ap2acc_parity_0005106434_c×3state1ap0acc_080904,0.0194,0.004,,237,56169,280,
inclusion,2state1ap2acc_parity_0005343626_c×3state1ap0acc_020633_c,0.0059,0.0029,,54,2916,110,
inclusion,2state1ap2acc_parity_0005870344_c×3state1ap0acc_080012,0.0081,0.0035,,60,3600,102,
inclusion,2state1ap2acc_parity_0005984512_c×3state1ap0acc_025893,0.0084,0.0025,,85,7225,409,
inclusion,2state1ap2acc_parity_0005984512×3state1ap0acc_079380_c,0.0067,0.0029,,61,3721,165,
inclusion,2state1ap2acc_parity_0006266880×3state1ap0acc_092744_c,0.0048,0.002,,24,576,65,
inclusion,2state1ap2acc_parity_0007767584×3state1ap0acc_013992_c,0.0115,0.0036,,110,12100,299,
inclusion,2state1ap2acc_parity_0007950596_c×3state1ap0acc_013972_c,0.0086,0.0025,,76,5776,252,
inclusion,2state1ap2acc_parity_0007950596_c×3state1ap0acc_070662_c,0.0116,0.0029,,81,6561,139,
inclusion,2state1ap2acc_parity_0007950596×3state1ap0acc_078404,0.0083,0.003,,78,6084,129,
inclusion,2state1ap2acc_parity_0008445188×2state1ap2acc_parity_1163278594,0.0901,0.0027,,25,625,40,
inclusion,2state1ap2acc_parity_0008553232_c×3state1ap0acc_072838,0.0122,0.0031,,152,23104,297,
inclusion,2state1ap2acc_parity_0008557064×3state1ap0acc_006410_c,0.0088,0.0028,,82,6724,106,
inclusion,2state1ap2acc_parity_0009035840×3state1ap0acc_020636_c,0.0103,0.003,,54,2916,113,
inclusion,2state1ap2acc_parity_0013912576×3state1ap0acc_006276_c,0.2099,0.0024,,38,1444,51,
inclusion,2state1ap2acc_parity_0013912576×3state1ap0acc_031048_c,0.0044,0.0021,,30,900,45,
inclusion,2state1ap2acc_parity_0014200578_c×2state1ap2acc_parity_0541081603_c,0.007,0.0027,,41,1681,61,
inclusion,2state1ap2acc_parity_0014321418_c×3state1ap0acc_025314_c,0.0109,0.0035,,122,14884,395,
inclusion,2state1ap2acc_parity_0015614720_c×3state1ap0acc_004394_c,0.007,0.0023,,29,841,32,
inclusion,2state1ap2acc_parity_0015614720×2state1ap2acc_parity_0545426951,0.0037,0.0019,,16,256,25,
inclusion,2state1ap2acc_parity_0015614720×3state1ap0acc_028868_c,0.004,0.002,,21,441,32,
inclusion,2state1ap2acc_parity_0015632386_c×3state1ap0acc_012618_c,0.0045,0.0021,,31,961,119,
inclusion,2state1ap2acc_parity_0015679492×2state1ap2acc_parity_1082231338,0.0086,0.0031,,87,7569,170,
inclusion,2state1ap2acc_parity_0017110190_c×3state1ap0acc_079400_c,0.0045,0.0021,,26,676,101,
inclusion,2state1ap2acc_parity_0018089248×3state1ap0acc_005164,0.0127,0.0027,,51,2601,72,
inclusion,2state1ap2acc_parity_0018098464_c×3state1ap0acc_005252_c,0.004,0.0025,,27,729,42,
inclusion,2state1ap2acc_parity_0019047233_c×3state1ap0acc_004490,0.006,0.0023,,51,2601,73,
inclusion,2state1ap2acc_parity_0021303682_c×3state1ap0acc_030862,0.0126,0.0031,,148,21904,249,
inclusion,2state1ap2acc_parity_0021303682×3state1ap0acc_025618_c,0.0072,0.0025,,71,5041,146,
inclusion,2state1ap2acc_parity_0021303682×3state1ap0acc_026653_c,0.0158,0.003,,208,43264,197,
inclusion,2state1ap2acc_parity_0021669632×2state1ap2acc_parity_0075547220,0.0054,0.0028,,36,1296,52,
inclusion,2state1ap2acc_parity_0021669632×3state1ap0acc_031048_c,0.0048,0.0025,,27,729,39,
inclusion,2state1ap2acc_parity_0021782912_c×3state1ap0acc_025276,0.0058,0.0027,,50,2500,93,
inclusion,2state1ap2acc_parity_0021864450_c×3state1ap0acc_020738,0.0034,0.0022,,14,196,25,
inclusion,2state1ap2acc_parity_0022079492×2state1ap2acc_parity_0138479656,0.0042,0.0021,,28,784,59,
inclusion,2state1ap2acc_parity_0022079492×3state1ap0acc_012618,0.0041,0.0022,,27,729,61,
inclusion,2state1ap2acc_parity_0022642818×3state1ap0acc_030726,0.0071,0.0029,,43,1849,97,
inclusion,2state1ap2acc_parity_0022973824_c×3state1ap0acc_005404_c,0.0048,0.0031,,29,841,70,
inclusion,2state1ap2acc_parity_0022973824×2state1ap2acc_parity_2296595968,0.0051,0.0029,,33,1089,52,
inclusion,2state1ap2acc_parity_0023610368×3state1ap0acc_027165,0.0078,0.0028,,44,1936,116,
inclusion,2state1ap2acc_parity_0023610368×3state1ap0acc_078216_c,0.3599,0.0031,,50,2500,70,
inclusion,2state1ap2acc_parity_0024584610×3state1ap0acc_025680,0.0056,0.003,,28,784,81,
inclusion,2state1ap2acc_parity_0024584610×3state1ap0acc_075780,0.005,0.0029,,39,1521,55,
inclusion,2state1ap2acc_parity_0025879815×2state1ap2acc_parity_0148915715_c,0.0049,0.0024,,13,169,38,
inclusion,2state1ap2acc_parity_0027829076×2state1ap2acc_parity_0222330926_c,0.0058,0.0029,,30,900,38,
inclusion,2state1ap2acc_parity_0027829076×3state1ap0acc_026681,0.0222,0.0031,,57,3249,93,
inclusion,2state1ap2acc_parity_0028715040_c×3state1ap0acc_092232_c,0.0071,0.0035,,66,4356,126,
inclusion,2state1ap2acc_parity_0039146888_c×3state1ap0acc_007452,0.0104,0.0025,,125,15625,257,
inclusion,2state1ap2acc_parity_0039146888×3state1ap0acc_005678,0.0126,0.0023,,98,9604,104,
inclusion,2state1ap2acc_parity_0041993040_c×2state1ap2acc_parity_1413805336_c,0.0039,0.0018,,20,400,45,
inclusion,2state1ap2acc_parity_0041993040_c×3state1ap0acc_013908_c,0.0082,0.0036,,92,8464,280,
inclusion,2state1ap2acc_parity_0041993040×3state1ap0acc_075918_c,0.0079,0.0039,,69,4761,180,
inclusion,2state1ap2acc_parity_0042106965_c×3state1ap0acc_021936_c,0.0151,0.0037,,199,39601,369,
inclusion,2state1ap2acc_parity_0042106965×3state1ap0acc_007820_c,0.0161,0.003,,197,38809,188,
inclusion,2state1ap2acc_parity_0042324737×3state1ap0acc_072710,0.0122,0.0026,,95,9025,448,
inclusion,2state1ap2acc_parity_0043917312_c×3state1ap0acc_031241_c,0.0069,0.003,,67,4489,172,
inclusion,2state1ap2acc_parity_0043917312_c×3state1ap0acc_073990,0.0057,0.0023,,28,784,53,
inclusion,2state1ap2acc_parity_0043917312×3state1ap0acc_061698_c,0.004,0.0023,,24,576,52,
inclusion,2state1ap2acc_parity_0047726660×3state1ap0acc_070796,0.022,0.0047,,235,55225,545,
inclusion,2state1ap2acc_parity_0067828500×3state1ap0acc_024944_c,0.1083,0.0034,,245,60025,479,
inclusion,2state1ap2acc_parity_0067828500×3state1ap0acc_076316_c,0.0305,0.0026,,142,20164,295,
inclusion,2state1ap2acc_parity_0067928106_c×3state1ap0acc_025826,0.0053,0.0025,,32,1024,81,
inclusion,2state1ap2acc_parity_0069045002_c×3state1ap0acc_025689,0.0036,0.0022,,20,400,53,
inclusion,2state1ap2acc_parity_0071469096_c×3state1ap0acc_004236_c,0.0123,0.0027,,33,1089,75,
inclusion,2state1ap2acc_parity_0071469096_c×3state1ap0acc_076317,0.0101,0.0032,,64,4096,159,
inclusion,2state1ap2acc_parity_0072712844×3state1ap0acc_006310_c,0.0041,0.0026,,18,324,46,
inclusion,2state1ap2acc_parity_0075547220_c×3state1ap0acc_025240_c,0.0078,0.003,,80,6400,141,
inclusion,2state1ap2acc_parity_0082086912_c×3state1ap0acc_008292,0.0049,0.0027,,31,961,55,
inclusion,2state1ap2acc_parity_0082224640×3state1ap0acc_031241,0.0091,0.003,,55,3025,141,
inclusion,2state1ap2acc_parity_0085983912_c×3state1ap0acc_073996_c,0.0038,0.0024,,21,441,39,
inclusion,2state1ap2acc_parity_0085993472×3state1ap0acc_069804,0.0054,0.0027,,42,1764,44,
inclusion,2state1ap2acc_parity_0086686273_c×2state1ap2acc_parity_1164845312,0.0038,0.003,,18,324,34,
inclusion,2state1ap2acc_parity_0086745169×2state1ap2acc_parity_0148980997,0.0043,0.0028,,31,961,64,
inclusion,2state1ap2acc_parity_0086745169×2state1ap2acc_parity_0302062762_c,0.0026,0.002,,9,81,19,
inclusion,2state1ap2acc_parity_0086745169×3state1ap0acc_007450_c,0.006,0.0027,,53,2809,124,
inclusion,2state1ap2acc_parity_0089313800×3state1ap0acc_024658,0.0075,0.0022,,62,3844,62,
inclusion,2state1ap2acc_parity_0092292688_c×3state1ap0acc_071946,0.0049,0.0035,,39,1521,70,
inclusion,2state1ap2acc_parity_0092292688×3state1ap0acc_093192_c,0.02,0.0048,,249,62001,258,
inclusion,2state1ap2acc_parity_0092868865_c×3state1ap0acc_030984,0.0127,0.0029,,133,17689,238,
inclusion,2state1ap2acc_parity_0092868865×3state1ap0acc_075797_c,0.0055,0.0024,,39,1521,72,
inclusion,2state1ap2acc_parity_0094315016×3state1ap0acc_025905_c,0.0054,0.0024,,46,2116,162,
inclusion,2state1ap2acc_parity_0095627264_c×3state1ap0acc_031256,0.0088,0.0032,,79,6241,255,
inclusion,2state1ap2acc_parity_0098403592_c×3state1ap0acc_073800,0.0037,0.0026,,22,484,35,
inclusion,2state1ap2acc_parity_0099450882×3state1ap0acc_096456_c,0.0054,0.0027,,47,2209,170,
inclusion,2state1ap2acc_parity_0138479656×2state1ap2acc_parity_0538182656,0.0057,0.002,,17,289,32,
inclusion,2state1ap2acc_parity_0138479656×2state1ap2acc_parity_0684213249,0.0073,0.0026,,25,625,64,
inclusion,2state1ap2acc_parity_0138730120_c×3state1ap0acc_079492,0.0122,0.0036,,153,23409,241,
inclusion,2state1ap2acc_parity_0138758442×3state1ap0acc_031249_c,0.0068,0.0032,,46,2116,57,
inclusion,2state1ap2acc_parity_0144393216_c×3state1ap0acc_030733_c,0.0046,0.003,,30,900,47,
inclusion,2state1ap2acc_parity_0144393216×3state1ap0acc_029325,0.0064,0.0028,,24,576,48,
inclusion,2state1ap2acc_parity_0145166592_c×3state1ap0acc_073862,0.0055,0.0022,,18,324,31,
inclusion,2state1ap2acc_parity_0152260743_c×3state1ap0acc_024808,0.0061,0.0022,,45,2025,91,
inclusion,2state1ap2acc_parity_0152260743_c×3state1ap0acc_025712_c,0.0146,0.0029,,186,34596,492,
inclusion,2state1ap2acc_parity_0156533284_c×3state1ap0acc_074830_c,0.0049,0.0026,,38,1444,108,
inclusion,2state1ap2acc_parity_0156533284_c×3state1ap0acc_091209,0.0047,0.0028,,33,1089,123,
inclusion,2state1ap2acc_parity_0175001344×3state1ap0acc_004360,0.0037,0.0022,,13,169,19,
inclusion,2state1ap2acc_parity_0176724042_c×2state1ap2acc_parity_0270871214,0.0059,0.0027,,33,1089,64,
inclusion,2state1ap2acc_parity_0176724042_c×3state1ap0acc_070284,0.0049,0.0024,,34,1156,68,
inclusion,2state1ap2acc_parity_0176724042×3state1ap0acc_004388,0.0054,0.0028,,26,676,40,
inclusion,2state1ap2acc_parity_0177009408_c×3state1ap0acc_007190,0.0163,0.0031,,174,30276,438,
inclusion,2state1ap2acc_parity_0177009408_c×3state1ap0acc_113158,0.0068,0.0028,,36,1296,84,
inclusion,2state1ap2acc_parity_0270436363×3state1ap0acc_005162_c,0.0047,0.002,,18,324,40,
inclusion,2state1ap2acc_parity_0270436363×3state1ap0acc_028744,0.0036,0.0021,,20,400,24,
inclusion,2state1ap2acc_parity_0270871214_c×3state1ap0acc_004506,0.0063,0.0026,,54,2916,109,
inclusion,2state1ap2acc_parity_0270871214_c×3state1ap0acc_078088,0.0041,0.0023,,20,400,40,
inclusion,2state1ap2acc_parity_0274311170_c×3state1ap0acc_005780_c,0.0044,0.0022,,31,961,127,
inclusion,2state1ap2acc_parity_0274311170×3state1ap0acc_013645_c,0.0047,0.0025,,33,1089,123,
inclusion,2state1ap2acc_parity_0275024128_c×3state1ap0acc_029336,0.0172,0.0029,,68,4624,152,
inclusion,2state1ap2acc_parity_0275024128×3state1ap0acc_073868,0.0052,0.0029,,19,361,53,
inclusion,2state1ap2acc_parity_0275024128×3state1ap0acc_080900,0.0093,0.0036,,99,9801,331,
inclusion,2state1ap2acc_parity_0276924416_c×3state1ap0acc_069848,0.0095,0.0028,,94,8836,148,
inclusion,2state1ap2acc_parity_0277520900×3state1ap0acc_092681,0.0061,0.0021,,31,961,62,
inclusion,2state1ap2acc_parity_0279620104_c×3state1ap0acc_106728_c,0.0107,0.0025,,122,14884,285,
inclusion,2state1ap2acc_parity_0279620104×3state1ap0acc_030986_c,0.0159,0.0031,,220,48400,384,
inclusion,2state1ap2acc_parity_0280437504×3state1ap0acc_029990,0.009,0.0027,,83,6889,204,
inclusion,2state1ap2acc_parity_0285476138_c×3state1ap0acc_029380,0.0044,0.0021,,27,729,55,
inclusion,2state1ap2acc_parity_0285476138_c×3state1ap0acc_080516_c,0.0043,0.0025,,22,484,64,
inclusion,2state1ap2acc_parity_0352460833_c×3state1ap0acc_007844,0.0049,0.0025,,27,729,87,
inclusion,2state1ap2acc_parity_0357503297×3state1ap0acc_005132,0.0041,0.0021,,24,576,40,
inclusion,2state1ap2acc_parity_0357582722×3state1ap0acc_006157,0.0057,0.0023,,51,2601,82,
inclusion,2state1ap2acc_parity_0361465986×3state1ap0acc_024752,0.0075,0.0026,,55,3025,110,
inclusion,2state1ap2acc_parity_0495881612_c×3state1ap0acc_005262,0.0159,0.0029,,176,30976,252,
inclusion,2state1ap2acc_parity_0538182656×3state1ap0acc_079884,0.0513,0.0034,,114,12996,105,
inclusion,2state1ap2acc_parity_0541081603×3state1ap0acc_031010,0.009,0.003,,80,6400,135,
inclusion,2state1ap2acc_parity_0541081604_c×3state1ap0acc_013582,0.0091,0.0035,,86,7396,381,
inclusion,2state1ap2acc_parity_0541081604×3state1ap0acc_004504,0.0137,0.0031,,155,24025,162,
inclusion,2state1ap2acc_parity_0545426951_c×3state1ap0acc_029705,0.0071,0.0025,,69,4761,272,
inclusion,2state1ap2acc_parity_0545808721_c×3state1ap0acc_012568,0.0043,0.0027,,29,841,32,
inclusion,2state1ap2acc_parity_0571753498×2state1ap2acc_parity_1079880192_c,0.1437,0.0032,,27,729,61,
inclusion,2state1ap2acc_parity_0572212224_c×3state1ap0acc_024664_c,0.0114,0.0027,,121,14641,85,
inclusion,2state1ap2acc_parity_0574882177_c×3state1ap0acc_075880,0.0064,0.0024,,54,2916,173,
inclusion,2state1ap2acc_parity_0574882177×3state1ap0acc_025184_c,0.0042,0.0019,,25,625,59,
inclusion,2state1ap2acc_parity_0579994816×3state1ap0acc_090730,0.0098,0.0022,,14,196,40,
inclusion,2state1ap2acc_parity_0585695318×3state1ap0acc_096268,0.0281,0.0021,,21,441,86,
inclusion,2state1ap2acc_parity_0682573952_c×3state1ap0acc_007174,0.016,0.0028,,184,33856,113,
inclusion,2state1ap2acc_parity_0684213249×3state1ap0acc_075940_c,0.0087,0.0033,,96,9216,296,
inclusion,2state1ap2acc_parity_0684213249×3state1ap0acc_078984,0.0102,0.0027,,55,3025,101,
inclusion,2state1ap2acc_parity_0707694609×3state1ap0acc_080390_c,0.0045,0.0025,,30,900,111,
inclusion,2state1ap2acc_parity_0710149141_c×3state1ap0acc_024674_c,0.0056,0.0024,,28,784,70,
inclusion,2state1ap2acc_parity_0713198154×3state1ap0acc_012388_c,0.0088,0.0028,,99,9801,108,
inclusion,2state1ap2acc_parity_0717635593_c×3state1ap0acc_030744_c,0.0104,0.0036,,119,14161,104,
inclusion,2state1ap2acc_parity_0717767747_c×3state1ap0acc_079365,0.0184,0.0029,,78,6084,387,
inclusion,2state1ap2acc_parity_0717767747_c×3state1ap0acc_112652_c,0.0069,0.0029,,65,4225,222,
inclusion,2state1ap2acc_parity_0717767747×3state1ap0acc_090212_c,0.0068,0.0031,,71,5041,262,
inclusion,2state1ap2acc_parity_0718865472_c×3state1ap0acc_004613_c,0.0027,0.0021,,9,81,20,
inclusion,2state1ap2acc_parity_0719209480×3state1ap0acc_076804_c,0.0064,0.0034,,56,3136,99,
inclusion,2state1ap2acc_parity_1079766528_c×3state1ap0acc_013354,0.0049,0.0024,,38,1444,83,
inclusion,2state1ap2acc_parity_1079766528_c×3state1ap0acc_029090_c,0.0055,0.0028,,47,2209,93,
inclusion,2state1ap2acc_parity_1082231338_c×3state1ap0acc_013576,0.0059,0.0028,,51,2601,124,
inclusion,2state1ap2acc_parity_1083056266_c×3state1ap0acc_021104,0.0139,0.0038,,173,29929,355,
inclusion,2state1ap2acc_parity_1091584292×3state1ap0acc_006808,0.0073,0.0023,,48,2304,92,
inclusion,2state1ap2acc_parity_1092168202_c×3state1ap0acc_021072,0.0066,0.0028,,52,2704,213,
inclusion,2state1ap2acc_parity_1093279572_c×3state1ap0acc_020636,0.0063,0.0029,,60,3600,106,
inclusion,2state1ap2acc_parity_1100711304_c×3state1ap0acc_020556,0.0037,0.0022,,17,289,33,
inclusion,2state1ap2acc_parity_1100711304_c×3state1ap0acc_025904_c,0.0052,0.002,,41,1681,139,
inclusion,2state1ap2acc_parity_1100711304_c×3state1ap0acc_030729,0.0323,0.0026,,60,3600,229,
inclusion,2state1ap2acc_parity_1101285640_c×3state1ap0acc_076317_c,0.0047,0.0024,,34,1156,118,
inclusion,2state1ap2acc_parity_1143218698_c×3state1ap0acc_029996,0.0056,0.0025,,40,1600,158,
inclusion,2state1ap2acc_parity_1150265856×3state1ap0acc_004741,0.0054,0.0023,,17,289,34,
inclusion,2state1ap2acc_parity_1150265856×3state1ap0acc_080138_c,0.0083,0.0029,,89,7921,260,
inclusion,2state1ap2acc_parity_1163278594×3state1ap0acc_092184,0.0129,0.0027,,130,16900,286,
inclusion,2state1ap2acc_parity_1163469064_c×3state1ap0acc_006409_c,0.0059,0.0025,,50,2500,74,
inclusion,2state1ap2acc_parity_1163469064×3state1ap0acc_013348_c,0.0094,0.0026,,102,10404,107,
inclusion,2state1ap2acc_parity_1163469064×3state1ap0acc_077380,0.0183,0.0028,,50,2500,178,
inclusion,2state1ap2acc_parity_1164845312×3state1ap0acc_029804_c,0.0062,0.0028,,57,3249,136,
inclusion,2state1ap2acc_parity_1164845312×3state1ap0acc_076804_c,0.006,0.0027,,44,1936,95,
inclusion,2state1ap2acc_parity_1172351492_c×3state1ap0acc_024722_c,0.0046,0.0027,,29,841,43,
inclusion,2state1ap2acc_parity_1172351492_c×3state1ap0acc_078356_c,0.0067,0.003,,48,2304,48,
inclusion,2state1ap2acc_parity_1296386980×3state1ap0acc_021208,0.0099,0.0027,,100,10000,388,
inclusion,2state1ap2acc_parity_1297172901×3state1ap0acc_007438_c,0.0082,0.0027,,83,6889,187,
inclusion,2state1ap2acc_parity_1313194541_c×3state1ap0acc_028868,0.0035,0.0025,,15,225,25,
inclusion,2state1ap2acc_parity_1345235106_c×3state1ap0acc_073836,0.0091,0.0032,,80,6400,87,
inclusion,2state1ap2acc_parity_1363576902×3state1ap0acc_021936,0.0101,0.0029,,87,7569,287,
inclusion,2state1ap2acc_parity_1367673344×3state1ap0acc_071302,0.0084,0.0028,,88,7744,403,
inclusion,2state1ap2acc_parity_1369442440_c×3state1ap0acc_071946_c,0.0051,0.0028,,26,676,64,
inclusion,2state1ap2acc_parity_1369442440_c×3state1ap0acc_090722_c,0.0072,0.0025,,65,4225,187,
inclusion,2state1ap2acc_parity_1409747520_c×3state1ap0acc_029006_c,0.0037,0.0023,,21,441,34,
inclusion,2state1ap2acc_parity_1409747520_c×3state1ap0acc_075850,0.0098,0.003,,106,11236,127,
inclusion,2state1ap2acc_parity_1409747520_c×3state1ap0acc_080524_c,0.0046,0.0026,,31,961,67,
inclusion,2state1ap2acc_parity_1409747520×3state1ap0acc_075918_c,0.0089,0.0031,,99,9801,169,
inclusion,2state1ap2acc_parity_1411326464×3state1ap0acc_028809_c,0.0045,0.0025,,28,784,49,
inclusion,2state1ap2acc_parity_1413805336_c×3state1ap0acc_021930_c,0.0033,0.0022,,19,361,41,
inclusion,2state1ap2acc_parity_1413805336_c×3state1ap0acc_080398_c,0.0044,0.0029,,29,841,76,
inclusion,2state1ap2acc_parity_1413805336×3state1ap0acc_004260,0.0046,0.002,,27,729,47,
inclusion,2state1ap2acc_parity_1413805336×3state1ap0acc_006168,0.0051,0.0021,,27,729,38,
inclusion,2state1ap2acc_parity_1413805336×3state1ap0acc_020633,0.006,0.0022,,52,2704,101,
inclusion,2state1ap2acc_parity_1413805336×3state1ap0acc_075108,0.0089,0.0029,,94,8836,449,
inclusion,2state1ap2acc_parity_1414038080×3state1ap0acc_006168,0.0065,0.0026,,39,1521,62,
inclusion,2state1ap2acc_parity_1414038080×3state1ap0acc_092168,0.0092,0.0036,,74,5476,78,
inclusion,2state1ap2acc_parity_1428488866_c×3state1ap0acc_025905,0.0052,0.0024,,34,1156,129,
inclusion,2state1ap2acc_parity_1428488866×3state1ap0acc_092234,0.0155,0.0024,,24,576,75,
inclusion,2state1ap2acc_parity_1431978117_c×3state1ap0acc_007433,0.0097,0.0023,,84,7056,274,
inclusion,2state1ap2acc_parity_2183419904×3state1ap0acc_027184_c,0.0067,0.0023,,57,3249,241,
inclusion,2state1ap2acc_parity_2183419904×3state1ap0acc_061512_c,0.0045,0.0025,,25,625,50,
inclusion,2state1ap2acc_parity_2183419904×3state1ap0acc_078504_c,0.0052,0.0028,,33,1089,66,
inclusion,2state1ap2acc_parity_2195145216_c×3state1ap0acc_078476,0.0071,0.0027,,43,1849,82,
inclusion,2state1ap2acc_parity_2282241724×3state1ap0acc_080390,0.0065,0.0025,,31,961,108,
inclusion,2state1ap2acc_parity_2290440257_c×3state1ap0acc_013316,0.0042,0.0026,,24,576,37,
inclusion,2state1ap2acc_parity_2290440257×3state1ap0acc_025708,0.0042,0.0028,,20,400,43,
inclusion,2state1ap2acc_parity_2296595968_c×3state1ap0acc_076293_c,0.0074,0.0034,,69,4761,58,
inclusion,2state1ap2acc_parity_2296595968_c×3state1ap0acc_076808,0.0066,0.0028,,50,2500,66,
inclusion,2state1ap2acc_parity_2296595968×3state1ap0acc_078920,0.0064,0.0029,,51,2601,53,
inclusion,2state1ap2acc_parity_2340605713×3state1ap0acc_004772,0.0044,0.0032,,20,400,54,
