op,case,calc_ms,spot_ms,spot2_ms,nodes,cells,linked,note
intersect_word,3state1ap0acc_022065×3state1ap0acc_086232,0.0272,0.0039,,369,136161,519,
intersect_word,3state1ap0acc_022112_c×3state1ap0acc_025276,0.0108,0.0031,,122,14884,294,
intersect_word,3state1ap0acc_022112×3state1ap0acc_090848_c,0.0179,0.0081,,219,47961,331,
intersect_word,3state1ap0acc_022128_c×3state1ap0acc_075789,0.0207,0.0169,,267,71289,265,
intersect_word,3state1ap0acc_024642_c×3state1ap0acc_074058,0.0025,0.0038,,10,100,26,
intersect_word,3state1ap0acc_024642_c×3state1ap0acc_074325_c,0.0049,0.0039,,40,1600,183,
intersect_word,3state1ap0acc_024654×3state1ap0acc_077976_c,0.0069,0.0035,,45,2025,99,
intersect_word,3state1ap0acc_024656_c×3state1ap0acc_024924,0.0075,0.0042,,57,3249,161,
intersect_word,3state1ap0acc_024657_c×3state1ap0acc_030088_c,0.0066,0.0051,,57,3249,121,
intersect_word,3state1ap0acc_024666×3state1ap0acc_079528,0.0137,0.0112,,179,32041,327,
intersect_word,3state1ap0acc_024673_c×3state1ap0acc_025105_c,0.007,0.0082,,58,3364,91,
intersect_word,3state1ap0acc_024674×3state1ap0acc_076420_c,0.0065,0.0059,,60,3600,128,
intersect_word,3state1ap0acc_024682_c×3state1ap0acc_074278,0.0059,0.0035,,61,3721,85,
intersect_word,3state1ap0acc_024682×3state1ap0acc_027185,0.0062,0.0087,,43,1849,110,
intersect_word,3state1ap0acc_024684_c×3state1ap0acc_090693,0.0112,0.0044,,118,13924,138,
intersect_word,3state1ap0acc_024684×3state1ap0acc_090640,0.0068,0.0057,,70,4900,99,
intersect_word,3state1ap0acc_024690_c×3state1ap0acc_073993,0.0209,0.0076,,73,5329,223,
intersect_word,3state1ap0acc_024696_c×3state1ap0acc_076313_c,0.0174,0.0082,,226,51076,479,
intersect_word,3state1ap0acc_024696×3state1ap0acc_086640_c,0.0179,0.0033,,251,63001,288,
intersect_word,3state1ap0acc_024698×3state1ap0acc_070796_c,0.0245,0.0035,,337,113569,542,
intersect_word,3state1ap0acc_024698×3state1ap0acc_090188_c,0.0147,0.0058,,181,32761,127,
intersect_word,3state1ap0acc_024705_c×3state1ap0acc_025136_c,0.0037,0.0027,,25,625,25,
intersect_word,3state1ap0acc_024722_c×3state1ap0acc_025690_c,0.012,0.0066,,133,17689,462,
intersect_word,3state1ap0acc_024736_c×3state1ap0acc_076297,0.0139,0.0062,,182,33124,446,
intersect_word,3state1ap0acc_024736×3state1ap0acc_074060_c,0.005,0.0045,,42,1764,116,
intersect_word,3state1ap0acc_024737_c×3state1ap0acc_080393_c,0.0136,0.004,,157,24649,227,
intersect_word,3state1ap0acc_024738_c×3state1ap0acc_031752,0.0089,0.0056,,97,9409,112,
intersect_word,3state1ap0acc_024741_c×3state1ap0acc_028760_c,0.0129,0.0084,,173,29929,453,
intersect_word,3state1ap0acc_024752×3state1ap0acc_079444,0.0127,0.0042,,153,23409,230,
intersect_word,3state1ap0acc_024773×3state1ap0acc_069704,0.0036,0.0039,,21,441,47,
intersect_word,3state1ap0acc_024784_c×3state1ap0acc_028192,0.006,0.0037,,57,3249,99,
intersect_word,3state1ap0acc_024784×3state1ap0acc_029736,0.0052,0.006,,42,1764,59,
intersect_word,3state1ap0acc_024808_c×3state1ap0acc_074086,0.01,0.0047,,119,14161,250,
intersect_word,3state1ap0acc_024835_c×3state1ap0acc_029066_c,0.0038,0.0064,,19,361,43,
intersect_word,3state1ap0acc_024849×3state1ap0acc_069800_c,0.0041,0.0031,,19,361,44,
intersect_word,3state1ap0acc_024864×3state1ap0acc_031384_c,0.017,0.0066,,31,961,112,
intersect_word,3state1ap0acc_024865_c×3state1ap0acc_029356,0.0095,0.0043,,111,12321,155,
intersect_word,3state1ap0acc_024906×3state1ap0acc_096398_c,0.0062,0.0052,,19,361,65,
intersect_word,3state1ap0acc_024910_c×3state1ap0acc_074408_c,0.0056,0.0037,,45,2025,131,
intersect_word,3state1ap0acc_024922×3state1ap0acc_076428,0.0068,0.0042,,70,4900,253,
intersect_word,3state1ap0acc_024924_c×3state1ap0acc_078372,0.0059,0.0029,,58,3364,145,
intersect_word,3state1ap0acc_024930×3state1ap0acc_025276,0.0063,0.0063,,58,3364,119,
intersect_word,3state1ap0acc_024930×3state1ap0acc_074788_c,0.2716,0.0033,,44,1936,114,
intersect_word,3state1ap0acc_024936_c×3state1ap0acc_074854_c,0.0083,0.0037,,95,9025,145,
intersect_word,3state1ap0acc_024936×3state1ap0acc_029976,0.0097,0.0081,,115,13225,305,
intersect_word,3state1ap0acc_024936×3state1ap0acc_075285_c,0.0084,0.0033,,97,9409,163,
intersect_word,3state1ap0acc_024940×3state1ap0acc_025261_c,0.0054,0.0083,,43,1849,117,
intersect_word,3state1ap0acc_024946_c×3state1ap0acc_031752,0.0149,0.0151,,173,29929,277,
intersect_word,3state1ap0acc_025056×3state1ap0acc_031784_c,0.0121,0.0124,,117,13689,182,
intersect_word,3state1ap0acc_025104_c×3state1ap0acc_076301_c,0.0087,0.0062,,69,4761,246,
intersect_word,3state1ap0acc_025108×3state1ap0acc_090856,0.0063,0.0087,,49,2401,81,
intersect_word,3state1ap0acc_025121_c×3state1ap0acc_026649_c,0.0085,0.0065,,71,5041,107,
intersect_word,3state1ap0acc_025157×3state1ap0acc_096522,0.0065,0.0048,,65,4225,189,
intersect_word,3state1ap0acc_025168_c×3state1ap0acc_080138_c,0.0167,0.0063,,224,50176,318,
intersect_word,3state1ap0acc_025172_c×3state1ap0acc_093194,0.0169,0.0067,,229,52441,491,
intersect_word,3state1ap0acc_025184_c×3state1ap0acc_079365,0.0231,0.0038,,311,96721,430,
intersect_word,3state1ap0acc_025186_c×3state1ap0acc_080006_c,0.0121,0.0041,,127,16129,191,
intersect_word,3state1ap0acc_025229×3state1ap0acc_075844,0.0062,0.0038,,51,2601,80,
intersect_word,3state1ap0acc_025233×3state1ap0acc_074852,0.0182,0.0072,,224,50176,384,
intersect_word,3state1ap0acc_025236_c×3state1ap0acc_031748,0.0079,0.0095,,83,6889,143,
intersect_word,3state1ap0acc_025240_c×3state1ap0acc_086640,0.0114,0.0088,,132,17424,314,
intersect_word,3state1ap0acc_025240×3state1ap0acc_076074,0.0116,0.0042,,156,24336,235,
intersect_word,3state1ap0acc_025244_c×3state1ap0acc_075913,0.0177,0.0088,,235,55225,417,
intersect_word,3state1ap0acc_025253_c×3state1ap0acc_069788_c,0.0079,0.0033,,87,7569,132,
intersect_word,3state1ap0acc_025257×3state1ap0acc_091236_c,0.0347,0.0038,,507,257049,644,
intersect_word,3state1ap0acc_025261_c×3state1ap0acc_026676,0.0076,0.0071,,78,6084,214,
intersect_word,3state1ap0acc_025268_c×3state1ap0acc_061766,0.0067,0.004,,69,4761,117,
intersect_word,3state1ap0acc_025276×3state1ap0acc_092744,0.005,0.0057,,42,1764,114,
intersect_word,3state1ap0acc_025320×3state1ap0acc_073994_c,0.0075,0.0076,,72,5184,197,
intersect_word,3state1ap0acc_025320×3state1ap0acc_074761_c,0.0159,0.0068,,214,45796,238,
intersect_word,3state1ap0acc_025617×3state1ap0acc_092680_c,0.0059,0.0052,,19,361,43,
intersect_word,3state1ap0acc_025624_c×3state1ap0acc_073996,0.0184,0.0061,,22,484,35,
intersect_word,3state1ap0acc_025632_c×3state1ap0acc_070276_c,0.0049,0.0032,,33,1089,46,
intersect_word,3state1ap0acc_025633_c×3state1ap0acc_030872_c,0.0155,0.0068,,191,36481,229,
intersect_word,3state1ap0acc_025633×3state1ap0acc_107088,0.0112,0.0022,,144,20736,111,
intersect_word,3state1ap0acc_025634_c×3state1ap0acc_029000,0.0056,0.0049,,38,1444,65,
intersect_word,3state1ap0acc_025640_c×3state1ap0acc_106636_c,0.0057,0.0045,,33,1089,51,
intersect_word,3state1ap0acc_025644×3state1ap0acc_025708_c,0.1279,0.005,,29,841,103,
intersect_word,3state1ap0acc_025648_c×3state1ap0acc_075785_c,0.0128,0.0066,,156,24336,102,
intersect_word,3state1ap0acc_025656_c×3state1ap0acc_092170,0.0121,0.0083,,111,12321,142,
intersect_word,3state1ap0acc_025680×3state1ap0acc_090848_c,0.0126,0.0102,,111,12321,171,
intersect_word,3state1ap0acc_025701_c×3state1ap0acc_075913,0.0179,0.0095,,218,47524,666,
intersect_word,3state1ap0acc_025701_c×3state1ap0acc_090693_c,0.011,0.0054,,136,18496,384,
intersect_word,3state1ap0acc_025706×3state1ap0acc_078473_c,0.0067,0.0043,,37,1369,90,
intersect_word,3state1ap0acc_025713×3state1ap0acc_069848_c,0.0072,0.0034,,75,5625,160,
intersect_word,3state1ap0acc_025714×3state1ap0acc_030240_c,0.0144,0.0058,,183,33489,385,
intersect_word,3state1ap0acc_025716_c×3state1ap0acc_080904_c,0.0286,0.003,,395,156025,588,
intersect_word,3state1ap0acc_025720_c×3state1ap0acc_030028_c,0.0096,0.0043,,107,11449,273,
intersect_word,3state1ap0acc_025834_c×3state1ap0acc_069772_c,0.005,0.0034,,34,1156,55,
intersect_word,3state1ap0acc_025880_c×3state1ap0acc_071772,0.0119,0.0044,,147,21609,371,
intersect_word,3state1ap0acc_025880×3state1ap0acc_026640,0.0088,0.0044,,86,7396,144,
intersect_word,3state1ap0acc_025880×3state1ap0acc_071754_c,0.0081,0.0039,,75,5625,169,
intersect_word,3state1ap0acc_025889_c×3state1ap0acc_073804,0.023,0.0033,,81,6561,168,
intersect_word,3state1ap0acc_025889_c×3state1ap0acc_080024,0.0274,0.0062,,371,137641,495,
intersect_word,3state1ap0acc_025890_c×3state1ap0acc_091210_c,0.0065,0.0029,,56,3136,166,
intersect_word,3state1ap0acc_025904_c×3state1ap0acc_078118_c,0.0053,0.0039,,38,1444,142,
intersect_word,3state1ap0acc_025912_c×3state1ap0acc_077976,0.0121,0.0104,,151,22801,211,
intersect_word,3state1ap0acc_025912_c×3state1ap0acc_079886_c,0.0127,0.0065,,144,20736,281,
intersect_word,3state1ap0acc_025953×3state1ap0acc_090722,0.0148,0.0074,,194,37636,586,
intersect_word,3state1ap0acc_026129_c×3state1ap0acc_075782,0.0106,0.0029,,119,14161,376,
intersect_word,3state1ap0acc_026129×3state1ap0acc_091816,0.0209,0.0097,,282,79524,472,
intersect_word,3state1ap0acc_026192_c×3state1ap0acc_092172,0.0215,0.0054,,273,74529,387,
intersect_word,3state1ap0acc_026257_c×3state1ap0acc_030884,0.0082,0.0054,,91,8281,224,
intersect_word,3state1ap0acc_026640×3state1ap0acc_075804,0.0109,0.0087,,129,16641,249,
intersect_word,3state1ap0acc_026641×3state1ap0acc_074404,0.0121,0.0041,,139,19321,340,
intersect_word,3state1ap0acc_026642×3state1ap0acc_092174_c,0.0124,0.0039,,125,15625,254,
intersect_word,3state1ap0acc_026649×3state1ap0acc_075116_c,0.0103,0.0078,,106,11236,157,
intersect_word,3state1ap0acc_026652_c×3state1ap0acc_077988,0.0309,0.011,,410,168100,336,
intersect_word,3state1ap0acc_026653×3state1ap0acc_087193,0.0191,0.0065,,222,49284,287,
intersect_word,3state1ap0acc_026672×3state1ap0acc_090644,0.0049,0.0032,,28,784,64,
intersect_word,3state1ap0acc_026680_c×3state1ap0acc_080024,0.0503,0.0082,,686,470596,746,
intersect_word,3state1ap0acc_026681×3state1ap0acc_074088_c,0.0056,0.0053,,40,1600,99,
intersect_word,3state1ap0acc_026705×3state1ap0acc_074388,0.0098,0.0057,,124,15376,235,
intersect_word,3state1ap0acc_026708_c×3state1ap0acc_071048,0.021,0.0031,,279,77841,528,
intersect_word,3state1ap0acc_026769_c×3state1ap0acc_073804,0.0069,0.0038,,71,5041,115,
intersect_word,3state1ap0acc_026800×3state1ap0acc_075789,0.0103,0.0075,,115,13225,241,
intersect_word,3state1ap0acc_027153×3state1ap0acc_074372,0.0042,0.0034,,23,529,58,
intersect_word,3state1ap0acc_027165×3state1ap0acc_091336_c,0.0088,0.0038,,94,8836,171,
intersect_word,3state1ap0acc_027184_c×3state1ap0acc_092296_c,0.0192,0.0057,,227,51529,348,
intersect_word,3state1ap0acc_027188×3state1ap0acc_074022_c,0.0098,0.004,,108,11664,180,
intersect_word,3state1ap0acc_027192×3state1ap0acc_078925,0.0105,0.007,,116,13456,164,
intersect_word,3state1ap0acc_027193×3state1ap0acc_096270,0.005,0.0029,,43,1849,129,
intersect_word,3state1ap0acc_027196_c×3state1ap0acc_077128_c,0.011,0.0075,,117,13689,176,
intersect_word,3state1ap0acc_028192_c×3state1ap0acc_091808,0.0078,0.0062,,68,4624,151,
intersect_word,3state1ap0acc_028742×3state1ap0acc_029325_c,0.0049,0.0054,,19,361,30,
intersect_word,3state1ap0acc_028748_c×3state1ap0acc_080900,0.0084,0.0051,,98,9604,336,
intersect_word,3state1ap0acc_028760_c×3state1ap0acc_074760,0.0109,0.0038,,134,17956,414,
intersect_word,3state1ap0acc_028760×3state1ap0acc_073880_c,0.0139,0.008,,158,24964,427,
intersect_word,3state1ap0acc_028760×3state1ap0acc_080964,0.0258,0.0061,,350,122500,631,
intersect_word,3state1ap0acc_028772_c×3state1ap0acc_030920,0.0184,0.0099,,229,52441,346,
intersect_word,3state1ap0acc_028809_c×3state1ap0acc_029710_c,0.0091,0.0066,,105,11025,356,
intersect_word,3state1ap0acc_028813×3state1ap0acc_075812,0.0042,0.0032,,30,900,64,
intersect_word,3state1ap0acc_028868×3state1ap0acc_078856,0.1565,0.0054,,34,1156,51,
intersect_word,3state1ap0acc_028872_c×3state1ap0acc_086169_c,0.0067,0.0035,,71,5041,103,
intersect_word,3state1ap0acc_028930_c×3state1ap0acc_096456,0.0055,0.0055,,36,1296,108,
intersect_word,3state1ap0acc_028936_c×3state1ap0acc_071814_c,0.0046,0.0028,,33,1089,90,
intersect_word,3state1ap0acc_028960_c×3state1ap0acc_086641_c,0.0098,0.0028,,106,11236,204,
intersect_word,3state1ap0acc_028960×3state1ap0acc_075976,0.0132,0.0082,,173,29929,751,
intersect_word,3state1ap0acc_029000×3state1ap0acc_029988_c,0.0086,0.0074,,87,7569,256,
intersect_word,3state1ap0acc_029000×3state1ap0acc_070026_c,0.0052,0.0033,,30,900,55,
intersect_word,3state1ap0acc_029000×3state1ap0acc_087193,0.0081,0.0019,,93,8649,219,
intersect_word,3state1ap0acc_029004_c×3state1ap0acc_078886_c,0.0107,0.0055,,35,1225,86,
intersect_word,3state1ap0acc_029004×3state1ap0acc_076301,0.0072,0.007,,62,3844,272,
intersect_word,3state1ap0acc_029066_c×3state1ap0acc_071710_c,0.007,0.0028,,64,4096,140,
intersect_word,3state1ap0acc_029189×3state1ap0acc_091238,0.0067,0.0096,,61,3721,183,
intersect_word,3state1ap0acc_029204_c×3state1ap0acc_071962,0.0087,0.0087,,83,6889,123,
intersect_word,3state1ap0acc_029204×3state1ap0acc_072710_c,0.0113,0.0058,,127,16129,443,
intersect_word,3state1ap0acc_029204×3state1ap0acc_078568,0.0065,0.0076,,60,3600,71,
intersect_word,3state1ap0acc_029205×3state1ap0acc_074308_c,0.0054,0.004,,48,2304,48,
intersect_word,3state1ap0acc_029253×3state1ap0acc_092170,0.0068,0.0042,,67,4489,121,
intersect_word,3state1ap0acc_029264_c×3state1ap0acc_078180,0.0254,0.0149,,357,127449,842,
intersect_word,3state1ap0acc_029264×3state1ap0acc_075332_c,0.0933,0.0079,,1207,1456849,1083,
intersect_word,3state1ap0acc_029288_c×3state1ap0acc_075814,0.0172,0.004,,232,53824,320,
intersect_word,3state1ap0acc_029316_c×3state1ap0acc_029709_c,0.0085,0.004,,93,8649,260,
intersect_word,3state1ap0acc_029316×3state1ap0acc_071946_c,0.0039,0.0029,,20,400,56,
intersect_word,3state1ap0acc_029708×3state1ap0acc_030732_c,0.0449,0.0059,,606,367236,996,
intersect_word,3state1ap0acc_029708×3state1ap0acc_031236,0.0156,0.011,,186,34596,776,
intersect_word,3state1ap0acc_029732_c×3state1ap0acc_074830,0.0191,0.009,,245,60025,533,
intersect_word,3state1ap0acc_029740×3state1ap0acc_061516_c,0.0063,0.0056,,64,4096,227,
intersect_word,3state1ap0acc_029796_c×3state1ap0acc_078090_c,0.0095,0.007,,92,8464,331,
intersect_word,3state1ap0acc_029832×3state1ap0acc_070244,0.0108,0.0081,,132,17424,368,
intersect_word,3state1ap0acc_029960_c×3state1ap0acc_092296,0.0095,0.0088,,107,11449,214,
intersect_word,3state1ap0acc_029962×3state1ap0acc_075860,0.0091,0.007,,98,9604,143,
intersect_word,3state1ap0acc_029964_c×3state1ap0acc_092296,0.0123,0.0061,,166,27556,351,
intersect_word,3state1ap0acc_029965×3state1ap0acc_074436,0.0089,0.0065,,90,8100,175,
intersect_word,3state1ap0acc_029984×3state1ap0acc_092168,0.0097,0.0048,,110,12100,138,
intersect_word,3state1ap0acc_030028_c×3state1ap0acc_077900_c,0.0065,0.0042,,69,4761,132,
intersect_word,3state1ap0acc_030028×3state1ap0acc_091209,0.0051,0.0047,,43,1849,208,
intersect_word,3state1ap0acc_030212_c×3state1ap0acc_112654_c,0.013,0.0072,,133,17689,501,
intersect_word,3state1ap0acc_030292_c×3state1ap0acc_075972,0.0136,0.0124,,155,24025,236,
intersect_word,3state1ap0acc_030292×3state1ap0acc_096392,0.0066,0.0036,,62,3844,198,
intersect_word,3state1ap0acc_030724_c×3state1ap0acc_075780_c,0.0076,0.0045,,80,6400,81,
intersect_word,3state1ap0acc_030744×3state1ap0acc_086169_c,0.0186,0.0045,,261,68121,170,
intersect_word,3state1ap0acc_030788×3state1ap0acc_070276,0.1884,0.0038,,35,1225,62,
intersect_word,3state1ap0acc_031236×3state1ap0acc_091652_c,0.0146,0.01,,160,25600,286,
intersect_word,3state1ap0acc_031244_c×3state1ap0acc_074062,0.0055,0.0045,,48,2304,149,
intersect_word,3state1ap0acc_031748_c×3state1ap0acc_080524,0.0065,0.0054,,63,3969,146,
intersect_word,3state1ap0acc_031784×3state1ap0acc_078024_c,0.0085,0.0048,,69,4761,154,
intersect_word,3state1ap0acc_031880×3state1ap0acc_113156_c,0.0119,0.008,,113,12769,311,
intersect_word,3state1ap0acc_061856_c×3state1ap0acc_071942_c,0.0298,0.0071,,387,149769,403,
intersect_word,3state1ap0acc_061856×3state1ap0acc_090312_c,0.0093,0.0056,,97,9409,201,
intersect_word,3state1ap0acc_069704_c×3state1ap0acc_078404,0.0065,0.0033,,43,1849,57,
intersect_word,3state1ap0acc_069772_c×3state1ap0acc_071958_c,0.007,0.0039,,64,4096,172,
intersect_word,3state1ap0acc_069788×3state1ap0acc_070796,0.0229,0.0052,,304,92416,561,
intersect_word,3state1ap0acc_069804×3state1ap0acc_074278_c,0.0079,0.0072,,77,5929,69,
intersect_word,3state1ap0acc_069828_c×3state1ap0acc_079886_c,0.0097,0.0047,,82,6724,185,
intersect_word,3state1ap0acc_070024_c×3state1ap0acc_073892_c,0.0084,0.0057,,66,4356,93,
intersect_word,3state1ap0acc_070026×3state1ap0acc_092232,0.0105,0.0108,,117,13689,129,
intersect_word,3state1ap0acc_070042×3state1ap0acc_078925,0.0092,0.0077,,82,6724,182,
intersect_word,3state1ap0acc_070072_c×3state1ap0acc_071302_c,0.0267,0.0066,,329,108241,504,
intersect_word,3state1ap0acc_070072×3state1ap0acc_106754,0.005,0.002,,37,1369,119,
intersect_word,3state1ap0acc_070150_c×3state1ap0acc_070296,0.0074,0.0068,,32,1024,60,
intersect_word,3state1ap0acc_070166×3state1ap0acc_076324,0.0176,0.0065,,238,56644,438,
intersect_word,3state1ap0acc_070166×3state1ap0acc_090629_c,0.0039,0.0029,,24,576,46,
intersect_word,3state1ap0acc_070276_c×3state1ap0acc_070796_c,0.0117,0.0019,,143,20449,476,
intersect_word,3state1ap0acc_070284×3state1ap0acc_071702,0.0088,0.0072,,104,10816,279,
intersect_word,3state1ap0acc_070292×3state1ap0acc_078984_c,0.0108,0.0101,,96,9216,117,
intersect_word,3state1ap0acc_070300×3state1ap0acc_081028,0.0146,0.0067,,203,41209,323,
intersect_word,3state1ap0acc_070788×3state1ap0acc_078024,0.007,0.004,,57,3249,126,
intersect_word,3state1ap0acc_071702_c×3state1ap0acc_073836_c,0.0163,0.0054,,194,37636,276,
intersect_word,3state1ap0acc_071702_c×3state1ap0acc_074830_c,0.0124,0.0066,,155,24025,334,
intersect_word,3state1ap0acc_071702_c×3state1ap0acc_079365_c,0.0299,0.0036,,404,163216,615,
intersect_word,3state1ap0acc_071710×3state1ap0acc_073836_c,0.0084,0.0064,,79,6241,140,
intersect_word,3state1ap0acc_071768_c×3state1ap0acc_079910,0.0066,0.0075,,64,4096,150,
intersect_word,3state1ap0acc_071814_c×3state1ap0acc_072206,0.0088,0.0052,,95,9025,189,
intersect_word,3state1ap0acc_071880_c×3state1ap0acc_075880_c,0.013,0.0065,,158,24964,237,
intersect_word,3state1ap0acc_073222×3state1ap0acc_079892_c,0.0223,0.007,,272,73984,332,
intersect_word,3state1ap0acc_073350_c×3state1ap0acc_090212_c,0.0185,0.0053,,256,65536,354,
intersect_word,3state1ap0acc_073800_c×3state1ap0acc_091652,0.0065,0.0075,,66,4356,251,
intersect_word,3state1ap0acc_073832_c×3state1ap0acc_073865,0.0081,0.0046,,68,4624,76,
intersect_word,3state1ap0acc_073836×3state1ap0acc_075948,0.0135,0.0107,,179,32041,239,
intersect_word,3state1ap0acc_073865_c×3state1ap0acc_075912_c,0.0109,0.0052,,113,12769,208,
intersect_word,3state1ap0acc_073865_c×3state1ap0acc_091213_c,0.0095,0.0066,,63,3969,124,
intersect_word,3state1ap0acc_073869_c×3state1ap0acc_075972,0.4621,0.0029,,54,2916,94,
intersect_word,3state1ap0acc_073992×3state1ap0acc_080036,0.0038,0.007,,22,484,37,
intersect_word,3state1ap0acc_074056×3state1ap0acc_074760_c,0.0092,0.0065,,28,784,35,
intersect_word,3state1ap0acc_074308×3state1ap0acc_090214_c,0.0242,0.0055,,94,8836,112,
intersect_word,3state1ap0acc_074344_c×3state1ap0acc_075786,0.0217,0.0088,,228,51984,369,
intersect_word,3state1ap0acc_074392×3state1ap0acc_076332,0.0134,0.0037,,159,25281,306,
intersect_word,3state1ap0acc_074760_c×3state1ap0acc_080389_c,0.008,0.0038,,59,3481,121,
intersect_word,3state1ap0acc_074765_c×3state1ap0acc_078340,0.0069,0.0074,,71,5041,247,
intersect_word,3state1ap0acc_074765×3state1ap0acc_076868_c,0.0159,0.0053,,220,48400,505,
intersect_word,3state1ap0acc_074788×3state1ap0acc_075844,0.0122,0.0048,,155,24025,123,
intersect_word,3state1ap0acc_074824_c×3state1ap0acc_113284_c,0.0067,0.005,,41,1681,81,
intersect_word,3state1ap0acc_074854×3state1ap0acc_096522_c,0.0104,0.0048,,97,9409,202,
intersect_word,3state1ap0acc_074860_c×3state1ap0acc_090690_c,0.0063,0.0038,,54,2916,160,
intersect_word,3state1ap0acc_075116×3state1ap0acc_090720,0.007,0.0023,,72,5184,106,
intersect_word,3state1ap0acc_075269_c×3state1ap0acc_078356,0.0542,0.0107,,87,7569,264,
