input,result,technique,build_s,formula,dag,temporals,tree,sharing,md5,validation,check_s,source
2state1ap0acc_051.hoa,LTL,daisy,0.068,1,1,0,1,1.0,e20f564d992f,TRUE,0.043,genaut/corpus/2state1ap0acc/2state1ap0acc_051.hoa
2state1ap0acc_052.hoa,NOT_LTL,-,1.216,p=2 u=[] v=[!a] x=[a; cycle{!a}],,,,,,TRUE,0.057,genaut/corpus/2state1ap0acc/2state1ap0acc_052.hoa
2state1ap0acc_053.hoa,LTL,buchi+daisy+daisy2+deep_roundtrip+partscc+strength2,1.273,X(!a & G(!a | X!a)),7,1,11,1.6,3d7651ff18ca,TRUE,0.048,genaut/corpus/2state1ap0acc/2state1ap0acc_053.hoa
2state1ap0acc_082.hoa,LTL,daisy+inv+scc2,0.082,!a & X(!a W Ga),6,2,9,1.5,6150053ca964,TRUE,0.048,genaut/corpus/2state1ap0acc/2state1ap0acc_082.hoa
2state1ap0acc_086.hoa,TIMEOUT,,16.007,,,,,,,,,genaut/corpus/2state1ap0acc/2state1ap0acc_086.hoa
2state1ap0acc_097.hoa,LTL,daisy,0.077,!a W (a & XG!a),6,2,9,1.5,da6533fa952b,TRUE,0.045,genaut/corpus/2state1ap0acc/2state1ap0acc_097.hoa
2state1ap0acc_098.hoa,LTL,daisy,0.076,!a W Ga,4,2,5,1.2,78f701294965,TRUE,0.044,genaut/corpus/2state1ap0acc/2state1ap0acc_098.hoa
2state1ap0acc_100.hoa,LTL,daisy2,0.076,G(!a | X!a),5,1,7,1.4,edb0cccf0efd,TRUE,0.047,genaut/corpus/2state1ap0acc/2state1ap0acc_100.hoa
2state1ap0acc_101.hoa,LTL,daisy2,0.078,G(!a | X!a),5,1,7,1.4,edb0cccf0efd,TRUE,0.046,genaut/corpus/2state1ap0acc/2state1ap0acc_101.hoa
2state1ap0acc_104.hoa,NOT_LTL,-,1.196,p=2 u=[] v=[a] x=[cycle{!a}],,,,,,TRUE,0.057,genaut/corpus/2state1ap0acc/2state1ap0acc_104.hoa
2state1ap0acc_106.hoa,TIMEOUT,,16.007,,,,,,,,,genaut/corpus/2state1ap0acc/2state1ap0acc_106.hoa
2state1ap0acc_113.hoa,LTL,daisy,0.075,!a W (a & XG!a),6,2,9,1.5,da6533fa952b,TRUE,0.045,genaut/corpus/2state1ap0acc/2state1ap0acc_113.hoa
2state1ap0acc_114.hoa,LTL,daisy,0.075,!a W Ga,4,2,5,1.2,78f701294965,TRUE,0.045,genaut/corpus/2state1ap0acc/2state1ap0acc_114.hoa
2state1ap0acc_120.hoa,NOT_LTL,-,1.193,p=2 u=[a] v=[a] x=[a; cycle{!a}],,,,,,TRUE,0.056,genaut/corpus/2state1ap0acc/2state1ap0acc_120.hoa
2state1ap0acc_122.hoa,LTL,acc,1.197,!a | Xa,4,0,5,1.2,869626ca5ecb,TRUE,0.046,genaut/corpus/2state1ap0acc/2state1ap0acc_122.hoa
2state1ap0acc_192.hoa,LTL,daisy,0.073,1,1,0,1,1.0,e20f564d992f,TRUE,0.043,genaut/corpus/2state1ap0acc/2state1ap0acc_192.hoa
