pop,neg_phi,k,aps,n_phi,n_k,prod_n,linked,bits,settles,refutes,ms,note
rev,3state2ap2acc_parity_07131409991411177307553436271602182331950408,3state2ap2acc_parity_19292204062434739838585513977313286700953855_c,2,10,17,29,60,22,0,0,7.3,
rev,4state2ap1acc_parity_216913534712549064574886800825391398934_c,2state2ap2acc_parity_08509043498043523396_c,2,7,16,35,53,18,0,0,8.1,
rev,2state2ap2acc_parity_04964710546502961656,1state2ap3acc_parity_0178405888,2,11,5,14,39,24,0,1,3.7,
rev,3state2ap2acc_parity_14640345009540178756934700191540411232346135_c,2state2ap2acc_parity_00111729103757431907,2,22,17,88,711,119,0,0,81.2,
rev,3state2ap2acc_parity_00442143975446621002174926794741649083380452,3state2ap2acc_parity_14122322237705402063424891878630450175732896_c,2,19,39,134,745,86,0,0,273.4,
rev,2state2ap2acc_parity_08197976992496502017,3state2ap2acc_parity_05744229146499564561388240723307926009780705,2,11,53,147,1278,125,0,0,539.9,
rev,3state2ap2acc_parity_05646301230268628350670752252735482621755525,2state2ap2acc_parity_00495951104014606457,2,61,26,246,2184,63,0,0,2920.1,
rev,2state2ap2acc_parity_10415250806679194641,3state2ap2acc_parity_13314475190816682929472322021533208167327997,2,15,61,291,3950,103,0,0,4791.2,
rev,2state2ap2acc_parity_11589610070952749602_c,2state2ap2acc_parity_02406207182630619308_c,2,16,25,73,445,46,0,0,57.6,
rev,3state2ap2acc_parity_12403977564925508453551236462067085934910282_c,2state2ap2acc_parity_05983266170514214042,2,4,17,21,66,7,0,0,2.8,
rev,2state2ap2acc_parity_04630318344642327802,2state2ap2acc_parity_03465359446847513186_c,2,21,16,70,406,67,0,0,63.6,
rev,3state2ap2acc_parity_07640798032698989284855753784519901965426725,2state2ap1acc_parity_1642596627,2,37,12,105,1003,41,0,0,525.0,
rev,2state2ap2acc_parity_05770070685202830714,2state2ap2acc_parity_06706656653999847593_c,2,17,15,112,757,89,0,0,218.7,
rev,1state2ap1acc_105,2state2ap2acc_parity_12726042477177204477,2,3,11,13,46,12,0,0,3.8,
rev,4state2ap1acc_parity_216358315450290392374483810345841206404_c,3state2ap2acc_parity_15377585186585244386570480866490820334912621_c,2,6,64,85,310,67,1,0,103.1,
rev,2state2ap2acc_parity_01838757176823623953,3state2ap2acc_parity_00002382211212622917890616193867070465190424_c,2,5,95,126,664,57,0,0,175.4,
rev,2state2ap2acc_parity_02324350295120187772_c,2state2ap2acc_parity_08130995486210534005,2,21,21,150,1495,82,0,0,266.8,
rev,3state2ap1acc_parity_1967668635396872344074_c,2state2ap2acc_parity_11862219100637939786_c,2,7,20,39,330,96,0,0,42.0,
rev,2state2ap1acc_parity_0139740170_c,2state2ap2acc_parity_00289891630156527747_c,2,8,11,37,81,33,0,0,9.4,
rev,3state2ap2acc_parity_18140904740152146744090750607020588661123804,2state2ap2acc_parity_03965744933853960312_c,2,89,18,285,3499,212,0,0,3961.2,
rev,2state2ap2acc_parity_11193452886051569917,3state2ap2acc_parity_10242932816699746367374054096177816109435269,2,15,36,107,842,22,0,0,292.6,
rev,3state2ap2acc_parity_02225287432583565045627619612700794790776537_c,2state2ap2acc_parity_05207513304957954670,2,15,9,36,163,18,0,0,9.7,
rev,2state2ap1acc_parity_0293990436,3state2ap2acc_parity_07715988424303351654421832419712511907809387,2,24,50,268,1809,129,0,0,2171.0,
rev,2state2ap2acc_parity_02613231945794024176,2state2ap2acc_parity_01025293266847957421,2,18,17,100,712,39,0,0,155.9,
rev,3state2ap2acc_parity_01547795618021375473617303844850997545774316_c,2state2ap2acc_parity_01838757176823623953,2,16,5,20,45,13,0,0,4.8,
rev,2state2ap2acc_parity_14459783819944657321_c,1state2ap2acc_parity_00266_c,2,12,4,20,45,2,0,0,3.4,
rev,3state2ap1acc_parity_3585895366144295765516_c,2state2ap2acc_parity_11316808124643219609,2,6,22,31,81,18,1,0,6.9,
rev,1state2ap0acc_06,2state2ap2acc_parity_02590837127116143237_c,2,3,12,14,41,24,1,0,2.7,
rev,3state2ap2acc_parity_19292204062434739838585513977313286700953855_c,1state2ap2acc_00386,2,17,5,21,83,41,1,0,6.4,
rev,2state2ap2acc_parity_12005792140375715561_c,3state2ap2acc_parity_08920014192153606574079903209430866941080569_c,2,11,61,103,378,64,0,1,146.4,
rev,2state2ap2acc_parity_11209796727779668548,2state2ap2acc_parity_05031259995512837208_c,2,16,29,154,1241,177,0,0,474.8,
rev,2state2ap2acc_parity_02338443166392502418,2state2ap2acc_parity_03598501441036968601,2,45,32,289,2828,167,0,0,3323.3,
rev,2state2ap2acc_parity_12856971236255351261,1state2ap2acc_parity_06150_c,2,10,4,10,27,4,0,0,2.7,
rev,1state2ap2acc_00416,2state2ap2acc_parity_12005792140375715561_c,2,5,11,20,70,29,0,0,5.8,
rev,4state2ap1acc_parity_016989447636600366334037124246744914241_c,3state2ap2acc_parity_13322400562467511889208063629341661021480178,2,8,103,118,701,29,0,0,34.9,
rev,2state2ap1acc_parity_2455687333_c,1state2ap1acc_018_c,2,4,4,5,7,1,0,0,1.2,
rev,2state2ap1acc_parity_4042692746,2state2ap2acc_parity_06360534675873411890_c,2,5,20,23,74,17,0,0,8.4,
rev,3state2ap2acc_parity_06159861430659382172806574419318109950313840,1state2ap2acc_parity_00772,2,56,4,73,374,60,0,0,94.2,
rev,2state2ap2acc_parity_00289891630156527747_c,2state2ap2acc_parity_02479144338996496752_c,2,11,11,33,82,21,0,0,6.1,
rev,4state2ap1acc_parity_032592156420644438548207861214493032704_c,3state2ap2acc_parity_00360908970317846202065523035211166491340988_c,2,8,11,21,62,6,0,0,3.0,
rev,3state2ap2acc_parity_11216132919718599426484354168135068180600985,2state2ap2acc_parity_03377207403598746866_c,2,58,15,187,1952,204,0,0,1240.7,
rev,3state2ap1acc_parity_3585895366144295765516,2state2ap2acc_parity_11740941019044962404,2,6,23,28,109,19,0,0,15.8,
rev,2state2ap2acc_parity_02406207182630619308,2state2ap2acc_parity_12000547282478703909_c,2,25,11,32,116,30,0,0,11.4,
rev,2state2ap2acc_parity_02784935455026984028,3state2ap2acc_parity_14841615962601542641582320641199714513748170,2,17,130,231,1574,43,0,0,574.1,
rev,2state2ap2acc_parity_02455151384263699489,3state2ap2acc_parity_10347144930624275892248421612650292723877017_c,2,26,127,452,5331,340,0,0,12537.6,
rev,2state2ap2acc_parity_04906201296742293504,2state2ap2acc_parity_07285067545879021657_c,2,37,19,155,1773,172,0,0,727.3,
rev,4state2ap1acc_parity_182011070065798834957904108023680624228,3state2ap2acc_parity_19699037403887099928121848904437987237110396,2,5,208,317,3284,29,0,0,7107.4,
rev,3state2ap2acc_parity_05744229146499564561388240723307926009780705,1state2ap2acc_parity_00772_c,2,53,4,64,260,2,0,0,112.2,
rev,2state2ap2acc_parity_02412135448199726114_c,2state2ap2acc_parity_04727523500524286007,2,21,12,46,264,58,0,0,24.2,
rev,2state2ap2acc_parity_17362277832879126548,2state2ap2acc_parity_05522610772710766970_c,2,9,25,79,375,94,0,0,87.8,
rev,3state2ap2acc_parity_11216132919718599426484354168135068180600985_c,3state2ap1acc_parity_1796825632970893428833,2,58,13,164,825,40,0,0,110.9,
rev,3state2ap2acc_parity_19513157098239232108232341494837416149158789,2state2ap2acc_parity_10439520783294077228,2,28,29,254,2624,207,0,0,2031.9,
rev,2state2ap2acc_parity_00495951104014606457_c,2state2ap2acc_parity_09669650752595937080,2,26,5,34,87,3,0,0,9.5,
rev,2state2ap1acc_parity_3289547584,2state2ap1acc_parity_3024546618_c,2,13,4,22,64,21,0,0,5.0,
rev,3state2ap2acc_parity_01574353071461662293527634042304113554171601,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,2,32,57,208,2081,211,0,0,1401.1,
rev,2state2ap2acc_parity_09615319376540246571,2state2ap2acc_parity_03644846996254608138_c,2,11,5,15,29,17,0,1,3.1,
rev,2state2ap2acc_parity_00082015929639258213_c,2state2ap2acc_parity_15568350751340371263,2,27,14,112,814,94,0,0,138.0,
rev,1state2ap2acc_parity_06150,3state2ap2acc_parity_04290111865843214334382313628225177616302156_c,2,4,57,73,327,70,0,0,71.5,
rev,2state2ap2acc_parity_09863644550122525712,1state2ap2acc_00300_c,2,23,4,26,106,40,0,0,10.9,
rev,3state2ap2acc_parity_06313475381795330209467421463533420155064625_c,2state2ap2acc_parity_06706656653999847593_c,2,94,15,200,2146,175,0,0,1221.7,
rev,2state2ap2acc_parity_04906201296742293504_c,3state2ap2acc_parity_08603614892753180213647106418019782380468347_c,2,37,40,351,5151,458,0,0,6277.4,
rev,3state2ap2acc_parity_11352125598174738554908919375056653404965564,2state2ap2acc_parity_10956058418304074776_c,2,64,12,83,407,87,0,0,107.5,
rev,4state2ap1acc_parity_128630394002267607203457118552609683947,2state2ap2acc_parity_12728864607586338936_c,2,8,15,26,104,20,0,0,9.8,
rev,3state2ap2acc_parity_14187696287525319699726623503636843130614373,2state2ap1acc_parity_0030441824_c,2,26,29,106,1050,75,0,0,403.2,
rev,3state2ap2acc_parity_17256777809672929554857622979850165510394022,2state2ap2acc_parity_09340193533924172070,2,16,5,24,109,27,0,0,11.1,
rev,1state2ap0acc_01,2state2ap2acc_parity_09303125106357635126_c,2,3,6,7,14,7,1,0,1.5,
rev,2state2ap2acc_parity_00732443274184804514_c,2state2ap2acc_parity_01300381873082871896_c,2,10,37,43,203,17,0,0,15.6,
rev,1state3ap1acc_00386_c,1state3ap1acc_00876_c,3,4,4,6,14,3,0,1,1.9,
rev,1state3ap1acc_06916_c,1state3ap1acc_00788,3,4,4,9,31,25,0,0,2.5,
rev,1state3ap1acc_07777_c,1state3ap1acc_05800,3,4,4,8,23,17,0,0,2.1,
rev,1state3ap1acc_32257,1state3ap1acc_06530,3,4,4,10,36,30,0,0,2.6,
rev,2state3ap1acc_parity_10541487760048391324_c,2state3ap1acc_parity_05265621111752452744,3,22,29,110,963,192,0,0,315.6,
rev,1state3ap1acc_07777_c,1state3ap1acc_01537_c,3,4,4,6,12,1,0,0,1.9,
rev,2state3ap1acc_parity_08649156823177511470_c,1state3ap1acc_00796,3,26,4,46,237,75,0,0,31.0,
rev,2state3ap1acc_parity_14104290084247047862_c,1state3ap1acc_01785,3,4,3,5,8,2,0,0,1.4,
rev,1state3ap1acc_02040_c,1state3ap1acc_06180_c,3,3,4,7,18,3,0,0,1.6,
rev,1state3ap1acc_06147,2state3ap1acc_parity_01830543289898687049_c,3,4,26,30,118,23,1,0,7.1,
rev,1state3ap0acc_127_c,1state3ap1acc_00446,3,3,4,6,12,9,0,0,1.6,
rev,2state3ap1acc_parity_02614646715407461635_c,1state3ap1acc_07904,3,12,4,28,194,75,0,0,17.4,
rev,1state3ap1acc_00494_c,2state3ap1acc_parity_00865795744191920295,3,4,20,22,96,24,0,0,8.6,
rev,1state3ap0acc_023,2state3ap1acc_parity_10819738732151771304,3,3,25,30,113,37,0,0,6.4,
rev,2state3ap1acc_parity_12420149321583670028,2state3ap1acc_parity_03229356971305243857_c,3,12,29,71,598,105,0,0,122.0,
rev,1state3ap1acc_06120_c,2state3ap1acc_parity_12253434782604436768,3,3,62,91,474,101,0,0,85.1,
rev,2state3ap1acc_parity_07669827159049524354_c,1state3ap1acc_06564,3,31,4,50,220,90,0,0,33.1,
rev,2state3ap1acc_parity_05706837261896771984_c,2state3ap1acc_parity_17019428005131849826,3,51,27,179,1783,207,0,0,1118.6,
rev,1state3ap1acc_06145_c,2state3ap1acc_parity_12248783858467312927_c,3,4,4,8,27,13,0,0,2.7,
rev,1state3ap1acc_00792,2state3ap1acc_parity_08801613791090661145_c,3,4,18,24,86,17,1,0,4.9,
rev,2state3ap1acc_parity_17019428005131849826_c,1state3ap1acc_00488_c,3,27,4,32,124,6,0,0,10.0,
rev,1state3ap1acc_01777_c,2state3ap1acc_parity_10562312272641601060,3,4,33,46,311,108,0,0,41.7,
rev,1state3ap1acc_01936,1state3ap1acc_05992_c,3,4,4,10,36,6,0,0,2.0,
rev,2state3ap1acc_parity_01766513145226448584,1state3ap1acc_32257_c,3,25,4,52,373,47,0,0,42.6,
rev,1state3ap1acc_05801,1state3ap1acc_08064_c,3,4,4,7,18,1,0,0,1.5,
rev,2state3ap1acc_parity_01644858810352803401,1state3ap1acc_07809_c,3,30,4,62,448,34,0,0,49.3,
rev,2state3ap1acc_parity_14818256413007078534_c,2state3ap1acc_parity_02398314845859828916,3,31,31,160,1558,259,0,0,691.9,
rev,1state3ap1acc_06436,1state3ap1acc_00390,3,4,4,7,17,14,0,0,2.2,
rev,2state3ap1acc_parity_09661361070672199683_c,1state3ap1acc_00840,3,55,4,79,434,132,0,0,83.0,
rev,2state3ap1acc_parity_01190702083017216040_c,1state3ap1acc_05641_c,3,40,4,72,461,14,0,0,72.3,
rev,2state3ap1acc_parity_00865795744191920295,1state3ap1acc_08032,3,20,4,28,148,70,0,0,15.3,
rev,1state3ap1acc_01777,1state3ap1acc_06976,3,4,4,6,12,11,1,0,1.6,
rev,2state3ap1acc_parity_00865795744191920295,1state3ap1acc_00398_c,3,20,4,28,115,8,0,0,11.7,
rev,1state3ap1acc_01713,1state3ap1acc_07681,3,4,4,8,21,18,0,0,1.9,
rev,2state3ap1acc_parity_18211550331080462848,2state3ap1acc_parity_01100260466741905549_c,3,20,33,118,1213,118,0,0,504.3,
rev,2state3ap1acc_parity_08035544545379117594_c,2state3ap1acc_parity_01644858810352803401,3,17,30,156,1243,219,0,0,466.9,
rev,1state3ap1acc_06528_c,1state3ap1acc_01569_c,3,4,4,7,16,1,0,0,1.9,
rev,1state3ap1acc_02725,1state3ap2acc_parity_0179243810_c,2,4,3,6,12,3,0,0,1.2,
rev,1state2ap2acc_parity_00780,1state2ap2acc_00960,1,3,4,4,5,4,1,0,0.6,
rev,1state3ap1acc_00828,1state3ap0acc_060,2,4,3,5,9,6,1,0,1.2,
rev,1state3ap0acc_015_c,1state3ap1acc_04080_c,1,3,3,3,3,1,0,0,0.6,
comp,3state1ap0acc_005669_c,3state1ap0acc_005669,1,35,35,35,109,5,1,0,11.8,
comp,3state1ap0acc_007433,3state1ap0acc_007433_c,1,51,51,51,240,15,1,0,15.1,
comp,2state2ap2acc_parity_11739460036733395036,2state2ap2acc_parity_11739460036733395036_c,2,13,13,13,43,12,1,0,2.4,
comp,3state1ap0acc_030088,3state1ap0acc_030088_c,1,30,30,30,85,9,1,0,4.7,
comp,2state1ap1acc_01668,2state1ap2acc_parity_1092894811,1,6,6,6,10,1,1,0,0.7,
comp,3state1ap0acc_013384_c,3state1ap0acc_013384,1,21,21,21,46,4,1,0,3.3,
comp,2state1ap2acc_parity_0361080842_c,2state1ap2acc_parity_0361080842,1,15,15,15,50,7,1,0,2.7,
comp,1state3ap1acc_07776_c,1state3ap1acc_07776,3,4,4,4,6,5,1,0,1.3,
comp,3state1ap0acc_012618,3state1ap1acc_04030993243,1,7,7,7,16,2,1,0,0.9,
comp,2state1ap1acc_00296,2state1ap1acc_00296_c,1,7,7,7,14,1,1,0,0.7,
comp,1state3ap1acc_06180,1state3ap1acc_06180_c,3,4,4,4,6,1,1,0,1.1,
comp,1state3ap0acc_127_c,1state3ap0acc_127,3,3,3,3,3,2,1,0,1.1,
comp,1state3ap0acc_111,1state3ap0acc_111_c,3,3,3,3,3,1,1,0,1.1,
comp,3state1ap0acc_092169_c,3state1ap0acc_092169,1,25,25,25,87,9,1,0,5.5,
comp,3state1ap0acc_030733,3state1ap0acc_030733_c,1,7,7,7,15,5,1,0,1.0,
comp,3state1ap1acc_23689824842,2state1ap2acc_parity_0017110190,1,4,4,4,7,4,1,0,0.7,
comp,3state1ap0acc_074008,3state1ap0acc_074008_c,1,11,11,11,17,8,1,0,1.1,
comp,2state2ap2acc_parity_05928472454425936171,2state2ap2acc_parity_05928472454425936171_c,2,8,8,8,19,8,1,0,2.1,
comp,2state1ap2acc_parity_0682573952,2state1ap2acc_parity_0682573952_c,1,17,17,17,30,8,1,0,1.5,
comp,2state2ap2acc_parity_07682050317558685146,2state2ap2acc_parity_07682050317558685146_c,2,9,9,9,26,17,1,0,2.4,
comp,3state1ap0acc_004649_c,3state1ap0acc_004649,1,10,10,10,14,6,1,0,1.2,
comp,2state2ap2acc_parity_00990318396378167694_c,2state2ap2acc_parity_00990318396378167694,2,5,5,5,9,4,1,0,1.4,
comp,3state1ap1acc_parity_00236788304,3state1ap1acc_parity_00236788304_c,1,14,14,14,20,10,1,0,1.5,
comp,3state1ap0acc_074380_c,3state1ap0acc_074380,1,21,21,21,59,5,1,0,3.5,
comp,2state1ap2acc_parity_0023610368_c,2state1ap2acc_parity_0023610368,1,17,17,17,45,12,1,0,2.9,
comp,3state1ap1acc_00712069129_c,3state1ap1acc_00712069129,1,6,6,6,14,3,1,0,0.8,
comp,1state3ap1acc_06980,1state3ap1acc_06980_c,3,4,4,4,6,1,1,0,1.1,
comp,2state1ap2acc_parity_1091584292,2state1ap2acc_parity_1091584292_c,1,13,13,13,39,3,1,0,1.8,
comp,3state1ap0acc_006286_c,3state1ap0acc_006286,1,37,37,37,136,14,1,0,14.6,
comp,3state1ap0acc_029996,3state1ap0acc_029996_c,1,27,27,27,100,24,1,0,11.8,
comp,3state1ap0acc_024648_c,3state1ap0acc_024648,1,10,10,10,9,4,1,0,1.1,
comp,4state1ap1acc_parity_05552965279820131111_c,4state1ap1acc_parity_05552965279820131111,1,13,13,13,12,3,1,0,0.7,
comp,2state2ap2acc_parity_12726042477177204477_c,2state2ap2acc_parity_12726042477177204477,2,11,11,11,33,6,1,0,1.9,
comp,3state1ap0acc_005390,3state1ap0acc_005390_c,1,20,20,20,79,2,1,0,3.7,
comp,3state1ap1acc_parity_20955287557_c,3state1ap1acc_parity_20955287557,1,7,7,7,8,5,1,0,0.8,
comp,3state1ap1acc_21174945986,3state1ap1acc_21174945986_c,1,17,17,17,42,9,1,0,3.8,
comp,3state1ap0acc_070292_c,3state1ap0acc_070292,1,20,20,20,66,4,1,0,4.2,
comp,2state2ap2acc_parity_08428841554743566745_c,2state2ap2acc_parity_08428841554743566745,2,36,36,36,115,10,1,0,7.5,
comp,2state1ap2acc_parity_0440717097,2state1ap2acc_parity_0440717097_c,1,8,8,8,9,2,1,0,0.8,
comp,1state3ap1acc_07108,1state3ap1acc_07108_c,3,4,4,4,6,1,1,0,1.2,
comp,3state1ap0acc_074264,3state1ap0acc_074264_c,1,10,10,10,14,5,1,0,0.9,
comp,3state1ap0acc_024657_c,3state1ap0acc_024657,1,12,12,12,36,4,1,0,2.0,
comp,1state3ap2acc_parity_4009950875,1state3ap2acc_parity_4009950875_c,3,4,4,4,6,2,1,0,1.2,
comp,3state1ap0acc_090468,3state1ap0acc_090468_c,1,69,69,69,395,32,1,0,50.4,
comp,3state1ap0acc_080526_c,3state1ap0acc_080526,1,14,14,14,36,3,1,0,2.9,
comp,2state1ap2acc_parity_0082224640,2state1ap2acc_parity_0082224640_c,1,8,8,8,14,6,1,0,1.0,
comp,3state1ap0acc_090690_c,3state1ap0acc_090690,1,9,9,9,9,4,1,0,0.9,
comp,2state2ap1acc_parity_0048820304,2state2ap1acc_parity_0048820304_c,2,34,34,34,120,23,1,0,9.7,
comp,2state3ap1acc_parity_12762182339280483857_c,2state3ap1acc_parity_12762182339280483857,3,32,32,32,161,49,1,0,9.2,
comp,3state1ap0acc_004504,3state1ap0acc_004504_c,1,21,21,21,55,8,1,0,2.0,
comp,3state1ap0acc_026833,3state1ap0acc_026833_c,1,33,33,33,175,15,1,0,11.1,
comp,3state1ap0acc_020896,3state1ap0acc_020896_c,1,25,25,25,56,2,1,0,2.8,
comp,1state3ap1acc_00984,1state3ap1acc_00984_c,3,4,4,4,6,1,1,0,1.2,
comp,1state3ap1acc_01816_c,1state3ap1acc_01816,3,4,4,4,6,5,1,0,1.3,
comp,1state3ap1acc_05672_c,1state3ap1acc_05672,3,4,4,4,6,5,1,0,1.3,
comp,2state1ap2acc_parity_0585695318,2state1ap1acc_49414,1,4,4,4,5,3,1,0,0.6,
comp,2state2ap1acc_parity_2306956557_c,2state2ap1acc_parity_2306956557,2,4,4,4,7,3,1,0,1.1,
comp,3state1ap0acc_030862_c,3state1ap0acc_030862,1,32,32,32,133,9,1,0,9.9,
comp,1state2ap2acc_parity_00258,1state2ap2acc_parity_00258_c,2,4,4,4,6,2,1,0,1.0,
comp,1state3ap1acc_08032_c,1state3ap1acc_08032,3,4,4,4,6,5,1,0,1.3,
comp,3state1ap0acc_025168,3state1ap0acc_025168_c,1,32,32,32,83,10,1,0,3.7,
comp,2state1ap2acc_parity_1100974856,2state1ap2acc_parity_1100974856_c,1,17,17,17,20,3,1,0,1.6,
comp,3state1ap0acc_006670_c,3state1ap0acc_006670,1,51,51,51,240,24,1,0,30.7,
comp,3state1ap0acc_006442,3state1ap0acc_006442_c,1,32,32,32,97,2,1,0,4.9,
comp,1state3ap1acc_06564_c,1state3ap1acc_06564,3,4,4,4,6,5,1,0,1.3,
comp,1state2ap2acc_parity_05640_c,1state2ap2acc_parity_05640,2,4,4,4,6,4,1,0,1.0,
comp,2state1ap2acc_parity_1163278594_c,2state1ap2acc_parity_1163278594,1,10,10,10,20,2,1,0,0.9,
comp,3state1ap0acc_029352,3state1ap0acc_029352_c,1,15,15,15,55,3,1,0,2.9,
comp,2state1ap2acc_parity_0156533284,2state1ap2acc_parity_0156533284_c,1,7,7,7,14,6,1,0,1.0,
comp,3state1ap0acc_073836,3state1ap0acc_073836_c,1,14,14,14,36,10,1,0,1.9,
comp,2state2ap2acc_parity_09981525486868144193,2state2ap2acc_parity_09981525486868144193_c,2,11,11,11,28,11,1,0,2.0,
comp,1state3ap1acc_27412_c,1state3ap1acc_27412,3,4,4,4,6,5,1,0,1.2,
comp,2state2ap2acc_parity_03520663292383319141,2state2ap2acc_parity_03520663292383319141_c,2,13,13,13,27,6,1,0,1.9,
comp,3state1ap0acc_029773_c,3state1ap0acc_029773,1,37,37,37,136,9,1,0,11.1,
comp,2state2ap2acc_parity_08145707971420113983_c,2state2ap2acc_parity_08145707971420113983,2,6,6,6,13,4,1,0,1.3,
comp,3state1ap0acc_075801_c,3state1ap0acc_075801,1,50,50,50,266,21,1,0,24.3,
comp,2state1ap1acc_01120,2state1ap2acc_parity_0280437504,1,8,8,8,14,1,1,0,0.7,
comp,4state2ap1acc_parity_226360842441744012894097993579577679937,4state2ap1acc_parity_226360842441744012894097993579577679937_c,2,5,5,5,6,5,1,0,1.2,
comp,2state2ap2acc_parity_02479144338996496752,2state2ap2acc_parity_02479144338996496752_c,2,11,11,11,23,8,1,0,2.0,
comp,2state3ap1acc_parity_09661361070672199683,2state3ap1acc_parity_09661361070672199683_c,3,55,55,55,289,35,1,0,18.9,
comp,2state2ap2acc_parity_00593706300350443922,2state2ap2acc_parity_00593706300350443922_c,2,20,20,20,84,34,1,0,6.9,
comp,2state3ap1acc_parity_02396250507214873544,2state3ap1acc_parity_02396250507214873544_c,3,25,25,25,109,17,1,0,6.1,
comp,3state1ap0acc_061512_c,3state1ap0acc_061512,1,10,10,10,9,2,1,0,0.9,
comp,4state1ap1acc_parity_05656524019982700798_c,4state1ap1acc_parity_05656524019982700798,1,12,12,12,24,8,1,0,1.1,
comp,1state3ap1acc_01808,1state3ap1acc_01808_c,3,4,4,4,6,1,1,0,1.2,
comp,1state3ap1acc_05768_c,1state3ap1acc_05768,3,4,4,4,6,5,1,0,1.2,
comp,2state3ap1acc_parity_12123910208993388101_c,2state3ap1acc_parity_12123910208993388101,3,26,26,26,122,41,1,0,7.5,
comp,3state2ap2acc_parity_02402374494256087094923511219952545824759934_c,3state2ap2acc_parity_02402374494256087094923511219952545824759934,2,14,14,14,34,10,1,0,3.0,
comp,1state2ap2acc_parity_00262_c,1state2ap2acc_parity_00262,2,4,4,4,6,4,1,0,1.1,
comp,2state2ap2acc_parity_01025293266847957421,2state2ap2acc_parity_01025293266847957421_c,2,17,17,17,52,15,1,0,4.0,
comp,2state2ap2acc_parity_10415250806679194641_c,2state2ap2acc_parity_10415250806679194641,2,15,15,15,60,6,1,0,2.0,
comp,3state1ap0acc_087196,3state1ap0acc_087196_c,1,46,46,46,206,10,1,0,14.0,
comp,3state1ap0acc_029708_c,3state1ap0acc_029708,1,121,121,121,730,14,1,0,129.2,
comp,3state1ap0acc_012556,3state1ap0acc_012556_c,1,7,7,7,5,3,1,0,0.8,
comp,3state1ap0acc_013892_c,3state1ap0acc_013892,1,93,93,93,567,24,1,0,116.4,
comp,3state1ap1acc_parity_34966176896_c,3state1ap1acc_parity_34966176896,1,8,8,8,8,2,1,0,0.7,
comp,2state2ap2acc_parity_16593697657777363039_c,2state2ap2acc_parity_16593697657777363039,2,25,25,25,75,8,1,0,4.0,
comp,3state1ap0acc_069804,3state1ap0acc_069804_c,1,12,12,12,30,3,1,0,1.4,
comp,3state1ap0acc_092232_c,3state1ap0acc_092232,1,25,25,25,87,9,1,0,5.0,
comp,2state2ap2acc_parity_02307324137090008103_c,2state2ap2acc_parity_02307324137090008103,2,42,42,42,210,30,1,0,19.1,
