# date: 2026-07-11
# git-rev: c8f4d3004
# seed: 20260711
# corpus: genaut/corpus/flat_canon/sos
case,n_aps,n_classes,inert_set,sym_generator_hits,anti_generator_hits,anti_possible,sym_full_count,anti_full_count,status,wall_ms
3state1ap1acc_02424312715,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_02752846342,1,10,,,,0,1,0,ok,1.5
3state1ap1acc_02752846342_c,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_02756182682,1,15,,,,0,1,0,ok,2.7
3state1ap1acc_02756182682_c,1,15,,,,0,1,0,ok,2.5
3state1ap1acc_03215499273,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_03215499273_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_03306231048,1,48,,,,0,1,0,ok,27.0
3state1ap1acc_03306231048_c,1,48,,,,0,1,0,ok,26.8
3state1ap1acc_03361866773,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_03361866773_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_03399617981,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_03399617981_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_03775201480,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_03775201480_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_03939848796,1,12,,,,0,1,0,ok,1.7
3state1ap1acc_03939848796_c,1,12,,,,0,1,0,ok,1.7
3state1ap1acc_04030993243,1,7,,,f0,1,1,1,ok,0.8
3state1ap1acc_04345581720,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_04345581720_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_04386541912,1,37,,,,0,1,0,ok,15.4
3state1ap1acc_04386541912_c,1,37,,,,0,1,0,ok,15.8
3state1ap1acc_04529581125,1,6,,,,1,1,0,ok,0.7
3state1ap1acc_04628787206,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_04628787206_c,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_04753014874,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_04753014874_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_05010262532,1,20,,,,0,1,0,ok,4.7
3state1ap1acc_05010262532_c,1,20,,,,0,1,0,ok,4.3
3state1ap1acc_05194670158,1,19,,,,0,1,0,ok,3.9
3state1ap1acc_05194670158_c,1,19,,,,0,1,0,ok,3.7
3state1ap1acc_05383439372,1,30,,,,0,1,0,ok,9.6
3state1ap1acc_05383439372_c,1,30,,,,0,1,0,ok,9.9
3state1ap1acc_05412549892,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_05412549892_c,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_05426999573,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_05426999573_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_05436624597,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_05436624597_c,1,13,,,,0,1,0,ok,2.2
3state1ap1acc_05512692032,1,21,,,,0,1,0,ok,4.6
3state1ap1acc_05512692032_c,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_05671138568,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_05696129584,1,13,,,,0,1,0,ok,2.2
3state1ap1acc_05696129584_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_06455369031,1,8,,,,0,1,0,ok,1.1
3state1ap1acc_06461882422,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_06461882422_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_06510251562,1,16,,,,0,1,0,ok,2.9
3state1ap1acc_06510251562_c,1,16,,,,0,1,0,ok,2.9
3state1ap1acc_06712019249,1,26,,,,0,1,0,ok,7.1
3state1ap1acc_06712019249_c,1,26,,,,0,1,0,ok,7.4
3state1ap1acc_07525166242,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_07587761943,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_07986021488,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_07986021488_c,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_08072646820,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_08633407112,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_08673512532,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_08692256992,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_08763069152,1,25,,,,0,1,0,ok,6.9
3state1ap1acc_08763069152_c,1,25,,,,0,1,0,ok,6.9
3state1ap1acc_08809679048,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_08843952581,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_08843952581_c,1,21,,,,0,1,0,ok,4.6
3state1ap1acc_09215799313,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_09215799313_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_09254850569,1,13,,,,0,1,0,ok,2.2
3state1ap1acc_09254850569_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_09288548440,1,34,,,,0,1,0,ok,12.9
3state1ap1acc_09288548440_c,1,34,,,,0,1,0,ok,12.4
3state1ap1acc_09504426728,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_09504426728_c,1,21,,,,0,1,0,ok,4.6
3state1ap1acc_09832059538,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_10084024801,1,6,,,,0,1,0,ok,0.8
3state1ap1acc_10084024801_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_10184310956,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_10375004459,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_10818159298,1,25,,,,0,1,0,ok,6.9
3state1ap1acc_10818159298_c,1,25,,,,0,1,0,ok,6.5
3state1ap1acc_10821896874,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_10821896874_c,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_10951611776,1,24,,,,0,1,0,ok,6.0
3state1ap1acc_10951611776_c,1,24,,,,0,1,0,ok,5.9
3state1ap1acc_11157145634,1,22,,,,0,1,0,ok,5.2
3state1ap1acc_11157145634_c,1,22,,,,0,1,0,ok,5.1
3state1ap1acc_11437608962,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_11437608962_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_11470250181,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_11475928280,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_11475928280_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_11489888264,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_11678302412,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_11678302412_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_11853170362,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_11853170362_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_12164072120,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_12164072120_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_12566156481,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_12566156481_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_17217970752,1,26,,,,0,1,0,ok,7.6
3state1ap1acc_17217970752_c,1,26,,,,0,1,0,ok,7.3
3state1ap1acc_17251696968,1,69,,,,0,1,0,ok,63.5
3state1ap1acc_17251696968_c,1,69,,,,0,1,0,ok,63.9
3state1ap1acc_17316852264,1,22,,,,0,1,0,ok,5.1
3state1ap1acc_17316852264_c,1,22,,,,0,1,0,ok,5.2
3state1ap1acc_17325470882,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_17347491968,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_17347491968_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_17348330017,1,38,,,,0,1,0,ok,17.0
3state1ap1acc_17348330017_c,1,38,,,,0,1,0,ok,16.1
3state1ap1acc_17356070952,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_17356070952_c,1,21,,,,0,1,0,ok,4.9
3state1ap1acc_17610296576,1,8,,,,0,1,0,ok,1.1
3state1ap1acc_17660157992,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_17660157992_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_17725677905,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_17725677905_c,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_17767184896,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_17767184896_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_17926488192,1,29,,,,0,1,0,ok,9.1
3state1ap1acc_17926488192_c,1,29,,,,0,1,0,ok,9.3
3state1ap1acc_18254146625,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_18254146625_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_18255005972,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_18255005972_c,1,21,,,,0,1,0,ok,5.0
3state1ap1acc_18257616771,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_18268719651,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_18389167266,1,16,,,,0,1,0,ok,2.9
3state1ap1acc_18389167266_c,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_18420848649,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_18420848649_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_18465629186,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_18532805825,1,12,,,,0,1,0,ok,1.9
3state1ap1acc_18532805825_c,1,12,,,,0,1,0,ok,1.9
3state1ap1acc_18673175256,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_18673175256_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_18727537921,1,6,,,,1,1,0,ok,0.7
3state1ap1acc_18792073218,1,13,,,,0,1,0,ok,2.1
3state1ap1acc_18792073218_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_18967311018,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_18967311018_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_19327911246,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_19327911246_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_19337320362,1,9,,,,1,1,0,ok,1.2
3state1ap1acc_19337320362_c,1,9,,,,1,1,0,ok,1.1
3state1ap1acc_19338404765,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_19341062696,1,12,,,,0,1,0,ok,1.7
3state1ap1acc_19370344645,1,13,,,,0,1,0,ok,2.1
3state1ap1acc_19370344645_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_19407377872,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_19407377872_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_19616788757,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_19616788757_c,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_19663242261,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_19663242261_c,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_19668730178,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_19668730178_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_19864508584,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_19864508584_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_19869226918,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_19869226918_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_19879280012,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_20091877380,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_20401758904,1,28,,,,0,1,0,ok,8.5
3state1ap1acc_20401758904_c,1,28,,,,0,1,0,ok,8.4
3state1ap1acc_20552143008,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_20552143008_c,1,15,,,,0,1,0,ok,2.5
3state1ap1acc_20602585714,1,11,,,,0,1,0,ok,1.6
3state1ap1acc_20602585714_c,1,11,,,,0,1,0,ok,1.6
3state1ap1acc_20652814504,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_20652814504_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_20944955967,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_20944955967_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_21082833921,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_21082833921_c,1,8,,,,0,1,0,ok,0.9
3state1ap1acc_21174945986,1,17,,,,0,1,0,ok,3.2
3state1ap1acc_21174945986_c,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_21242053141,1,13,,,,0,1,0,ok,2.1
3state1ap1acc_21242053141_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_21408257092,1,26,,,,0,1,0,ok,7.2
3state1ap1acc_21408257092_c,1,26,,,,0,1,0,ok,7.2
3state1ap1acc_21510284353,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_21510284353_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_21592814912,1,17,,,,0,1,0,ok,3.2
3state1ap1acc_21592814912_c,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_21642354752,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_21642354752_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_21877768580,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_21877768580_c,1,15,,,,0,1,0,ok,2.5
3state1ap1acc_21883242760,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_21883242760_c,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_21891294336,1,16,,,,0,1,0,ok,2.9
3state1ap1acc_21891294336_c,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_21895069968,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_21895069968_c,1,21,,,,0,1,0,ok,4.8
3state1ap1acc_21902725346,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_22079178886,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_22079178886_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_22281070770,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_22281070770_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_22364973222,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_22628341444,1,21,,,,0,1,0,ok,4.6
3state1ap1acc_22628341444_c,1,21,,,,0,1,0,ok,4.7
3state1ap1acc_22687934472,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_22687934472_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_22767130625,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_22974391297,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_22974391297_c,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_23056107610,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_23056107610_c,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_23689824842,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_23974744129,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_23974744129_c,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_24117428357,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_24160168166,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_24160168166_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_25170543041,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_25170543041_c,1,12,,,,0,1,0,ok,1.9
3state1ap1acc_25267159780,1,14,,,,0,1,0,ok,2.3
3state1ap1acc_25267159780_c,1,14,,,,0,1,0,ok,2.2
3state1ap1acc_25502699548,1,28,,,,0,1,0,ok,8.4
3state1ap1acc_25502699548_c,1,28,,,,0,1,0,ok,8.7
3state1ap1acc_25917628326,1,4,,,,1,1,0,ok,0.5
3state1ap1acc_26315230727,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_34436025552,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_34436025552_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_34454789696,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_34454789696_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_34481406088,1,53,,,,0,1,0,ok,35.1
3state1ap1acc_34481406088_c,1,53,,,,0,1,0,ok,34.1
3state1ap1acc_34496190112,1,15,,,,0,1,0,ok,2.6
3state1ap1acc_34496190112_c,1,15,,,,0,1,0,ok,2.7
3state1ap1acc_34561179665,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_34561179665_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_34564680784,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_34601746562,1,17,,,,0,1,0,ok,3.2
3state1ap1acc_34601746562_c,1,17,,,,0,1,0,ok,3.4
3state1ap1acc_34972664996,1,41,,,,0,1,0,ok,19.3
3state1ap1acc_34972664996_c,1,41,,,,0,1,0,ok,19.5
3state1ap1acc_35444140389,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_35719401600,1,11,,,,0,1,0,ok,1.6
3state1ap1acc_35719401600_c,1,11,,,,0,1,0,ok,1.5
3state1ap1acc_35769115713,1,48,,,,0,1,0,ok,27.4
3state1ap1acc_35769115713_c,1,48,,,,0,1,0,ok,27.6
3state1ap1acc_35854005264,1,17,,,,0,1,0,ok,3.3
3state1ap1acc_35854005264_c,1,17,,,,0,1,0,ok,3.4
3state1ap1acc_35887882320,1,22,,,,0,1,0,ok,5.2
3state1ap1acc_35887882320_c,1,22,,,,0,1,0,ok,5.2
3state1ap1acc_36239149220,1,23,,,,0,1,0,ok,6.1
3state1ap1acc_36239149220_c,1,23,,,,0,1,0,ok,5.7
3state1ap1acc_36592242562,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_36592242562_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_37118511116,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_38522602760,1,34,,,,0,1,0,ok,12.6
3state1ap1acc_38522602760_c,1,34,,,,0,1,0,ok,12.0
3state1ap1acc_43021293649,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_43021293649_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_43042907573,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_43042907573_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_43564713281,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_43564713281_c,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_43742933084,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_44170477951,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_44331016324,1,14,,,,0,1,0,ok,2.4
3state1ap1acc_44331016324_c,1,14,,,,0,1,0,ok,2.2
3state1ap1acc_44363437384,1,11,,,,0,1,0,ok,1.7
3state1ap1acc_44363437384_c,1,11,,,,0,1,0,ok,1.6
3state1ap1acc_44430561286,1,13,,,,0,1,0,ok,2.2
3state1ap1acc_44430561286_c,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_45103587365,1,25,,,,0,1,0,ok,6.6
3state1ap1acc_45103587365_c,1,25,,,,0,1,0,ok,6.9
3state1ap1acc_45349179777,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_45349179777_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_45500682644,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_45500682644_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_45745376256,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_45904040017,1,17,,,,0,1,0,ok,3.3
3state1ap1acc_45904040017_c,1,17,,,,0,1,0,ok,3.1
3state1ap1acc_46103857296,1,14,,,,0,1,0,ok,2.2
3state1ap1acc_46103857296_c,1,14,,,,0,1,0,ok,2.2
3state1ap1acc_46306722133,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_46306722133_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_46339064451,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_46475546712,1,11,,,,0,1,0,ok,1.7
3state1ap1acc_46475546712_c,1,11,,,,0,1,0,ok,1.5
3state1ap1acc_46565744772,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_46565744772_c,1,12,,,,0,1,0,ok,1.8
3state1ap1acc_46783922256,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_46783922256_c,1,16,,,,0,1,0,ok,2.8
3state1ap1acc_46880805085,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_46880805085_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_51627529236,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_51627529236_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_52892438391,1,5,,,,1,1,0,ok,0.6
3state1ap1acc_54870413440,1,10,,,,0,1,0,ok,1.4
3state1ap1acc_55983376460,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_00201392184,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_00236788304,1,14,,,,0,1,0,ok,2.3
3state1ap1acc_parity_00236788304_c,1,14,,,,0,1,0,ok,2.2
3state1ap1acc_parity_00487332352,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_00487332352_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_00537939912,1,20,,,,0,1,0,ok,4.3
3state1ap1acc_parity_00537939912_c,1,20,,,,0,1,0,ok,4.6
3state1ap1acc_parity_00545282680,1,18,,,,0,1,0,ok,3.5
3state1ap1acc_parity_00545282680_c,1,18,,,,0,1,0,ok,3.6
3state1ap1acc_parity_01686113800,1,22,,,,0,1,0,ok,5.1
3state1ap1acc_parity_01686113800_c,1,22,,,,0,1,0,ok,5.2
3state1ap1acc_parity_01793722533,1,10,,,,1,1,0,ok,1.3
3state1ap1acc_parity_01793722533_c,1,10,,,,1,1,0,ok,1.3
3state1ap1acc_parity_02217028642,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_02217028642_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_02391035905,1,13,,,,0,1,0,ok,2.0
3state1ap1acc_parity_02391035905_c,1,13,,,,0,1,0,ok,2.1
3state1ap1acc_parity_02551254100,1,29,,,,0,1,0,ok,9.0
3state1ap1acc_parity_02551254100_c,1,29,,,,0,1,0,ok,9.1
3state1ap1acc_parity_02952890502,1,6,,,,0,1,0,ok,0.8
3state1ap1acc_parity_02952890502_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_parity_03556904328,1,14,,,,0,1,0,ok,2.3
3state1ap1acc_parity_03556904328_c,1,14,,,,0,1,0,ok,2.3
3state1ap1acc_parity_03910008865,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_parity_03967827977,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_03967827977_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_05519769640,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_05519769640_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_05721563137,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_parity_06258090722,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_06258090722_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_06539183378,1,10,,,,1,1,0,ok,1.3
3state1ap1acc_parity_06539183378_c,1,10,,,,1,1,0,ok,1.3
3state1ap1acc_parity_08611459145,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_08611459145_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_08657112224,1,15,,,,1,1,0,ok,2.5
3state1ap1acc_parity_08657112224_c,1,15,,,,1,1,0,ok,2.5
3state1ap1acc_parity_09932264476,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_09932264476_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_10805384360,1,12,,,,1,1,0,ok,1.7
3state1ap1acc_parity_10805384360_c,1,12,,,,1,1,0,ok,1.7
3state1ap1acc_parity_17355320612,1,11,,,,0,1,0,ok,1.5
3state1ap1acc_parity_17355320612_c,1,11,,,,0,1,0,ok,1.5
3state1ap1acc_parity_19331645958,1,12,,,,0,1,0,ok,1.7
3state1ap1acc_parity_19331645958_c,1,12,,,,0,1,0,ok,1.7
3state1ap1acc_parity_19371786357,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_19371786357_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_19394595852,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_parity_19394595852_c,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_parity_19394793126,1,5,,,,1,1,0,ok,0.6
3state1ap1acc_parity_19394793126_c,1,5,,,,1,1,0,ok,0.6
3state1ap1acc_parity_19462283265,1,7,,,,1,1,0,ok,0.8
3state1ap1acc_parity_19462283265_c,1,7,,,,1,1,0,ok,0.8
3state1ap1acc_parity_19596093573,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_19596093573_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_19864528293,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_parity_19864528293_c,1,4,,,,0,1,0,ok,0.5
3state1ap1acc_parity_19866330129,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_19866330129_c,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_20303183877,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_20303183877_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_20887920650,1,9,,,,0,1,0,ok,1.1
3state1ap1acc_parity_20887920650_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_20955287557,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_parity_20955287557_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_parity_21949986832,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_21949986832_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_22766815320,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_22766815320_c,1,8,,,,0,1,0,ok,1.0
3state1ap1acc_parity_23539146765,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_23539146765_c,1,5,,,,0,1,0,ok,0.6
3state1ap1acc_parity_23899477002,1,10,,,,1,1,0,ok,1.4
3state1ap1acc_parity_23899477002_c,1,10,,,,1,1,0,ok,1.3
3state1ap1acc_parity_24226480736,1,30,,,,0,1,0,ok,9.4
3state1ap1acc_parity_24226480736_c,1,30,,,,0,1,0,ok,9.2
3state1ap1acc_parity_24713118346,1,7,,,,0,1,0,ok,0.9
3state1ap1acc_parity_24713118346_c,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_parity_24805433345,1,9,,,,1,1,0,ok,1.2
3state1ap1acc_parity_24805433345_c,1,9,,,,1,1,0,ok,1.2
3state1ap1acc_parity_24847343626,1,9,,,,1,1,0,ok,1.1
3state1ap1acc_parity_24847343626_c,1,9,,,,1,1,0,ok,1.1
3state1ap1acc_parity_25042096476,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_parity_25042096476_c,1,6,,,,0,1,0,ok,0.7
3state1ap1acc_parity_34382430232,1,6,,,,1,1,0,ok,0.7
3state1ap1acc_parity_34382430232_c,1,6,,,,1,1,0,ok,0.7
3state1ap1acc_parity_34454263104,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_34454263104_c,1,9,,,,0,1,0,ok,1.2
3state1ap1acc_parity_34454268760,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_34454268760_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_34462867072,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_34462867072_c,1,10,,,,0,1,0,ok,1.3
3state1ap1acc_parity_34509952050,1,7,,,,0,1,0,ok,0.8
3state1ap1acc_parity_34509952050_c,1,7,,,,0,1,0,ok,0.8
