case_id,config_id,seed,ap_count,ref_classes,learned_classes,n_member_total,n_member_fill,n_member_harvest,n_member_saturation,n_member_pcache,n_equiv,n_splits,n_columns_lin,n_columns_om,n_saturation_checks,n_saturation_escalations,n_classes_initial,stall_class,n_guard_firings,guard_fired_final,cex_policy,max_cex_stem,max_cex_loop,max_query_word_len,eq_certification,export_associative,fixpoint_congruent,wall_seconds,verdict,detail
3state1ap1acc_25267159780_c,default,0,1,14,14,93,77,4,0,12,3,12,6,1,8,5,2,,-1,-1,minimal,3,1,7,exact,true,true,0.003,SOUND,
3state1ap1acc_25502699548,default,0,1,28,28,404,350,5,2,47,2,26,8,3,12,9,2,,-1,-1,minimal,0,4,12,exact,true,true,0.009,SOUND,
3state1ap1acc_25502699548_c,default,0,1,28,28,404,350,5,2,47,2,26,8,3,12,9,2,,-1,-1,minimal,0,4,12,exact,true,true,0.009,SOUND,
3state1ap1acc_25917628326,default,0,1,4,4,9,7,2,0,0,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_26315230727,default,0,1,7,7,31,23,3,0,5,3,5,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_34436025552,default,0,1,8,8,39,29,4,0,6,2,6,0,4,5,2,2,,-1,-1,minimal,0,3,6,exact,true,true,0.001,SOUND,
3state1ap1acc_34436025552_c,default,0,1,8,8,39,29,4,0,6,2,6,0,4,5,2,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
3state1ap1acc_34454789696,default,0,1,9,9,47,39,3,1,4,3,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_34454789696_c,default,0,1,9,9,47,39,3,1,4,3,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_34481406088,default,0,1,53,53,989,851,2,6,130,2,51,11,6,18,14,2,,-1,-1,minimal,0,2,17,exact,true,true,0.032,SOUND,
3state1ap1acc_34481406088_c,default,0,1,53,53,989,851,2,6,130,2,51,11,6,18,14,2,,-1,-1,minimal,0,2,17,exact,true,true,0.032,SOUND,
3state1ap1acc_34496190112,default,0,1,15,15,124,103,2,2,17,1,13,9,0,10,8,2,,-1,-1,minimal,0,0,9,exact,true,true,0.003,SOUND,
3state1ap1acc_34496190112_c,default,0,1,15,15,124,103,2,2,17,1,13,9,0,10,8,2,,-1,-1,minimal,0,0,9,exact,true,true,0.003,SOUND,
3state1ap1acc_34561179665,default,0,1,13,13,101,88,1,2,10,1,11,5,2,8,6,2,,-1,-1,minimal,0,0,7,exact,true,true,0.003,SOUND,
3state1ap1acc_34561179665_c,default,0,1,13,13,101,88,1,2,10,1,11,5,2,8,6,2,,-1,-1,minimal,0,0,7,exact,true,true,0.003,SOUND,
3state1ap1acc_34564680784,default,0,1,10,10,64,59,3,0,2,2,8,6,1,8,4,2,,-1,-1,minimal,0,2,6,exact,true,true,0.002,SOUND,
3state1ap1acc_34601746562,default,0,1,17,17,209,168,2,2,37,1,15,4,7,12,10,2,,-1,-1,minimal,0,0,8,exact,true,true,0.005,SOUND,
3state1ap1acc_34601746562_c,default,0,1,17,17,209,168,2,2,37,1,15,4,7,12,10,2,,-1,-1,minimal,0,0,8,exact,true,true,0.005,SOUND,
3state1ap1acc_34972664996,default,0,1,41,41,824,745,4,2,73,2,39,1,14,16,12,2,,-1,-1,minimal,0,3,15,exact,true,true,0.021,SOUND,
3state1ap1acc_34972664996_c,default,0,1,41,41,824,745,4,2,73,2,39,1,14,16,12,2,,-1,-1,minimal,0,3,15,exact,true,true,0.022,SOUND,
3state1ap1acc_35444140389,default,0,1,8,8,50,35,2,1,12,2,6,2,2,5,2,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
3state1ap1acc_35719401600,default,0,1,11,11,85,75,3,1,6,2,9,2,5,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
3state1ap1acc_35719401600_c,default,0,1,11,11,85,75,3,1,6,2,9,2,5,8,5,2,,-1,-1,minimal,0,2,7,exact,true,true,0.002,SOUND,
3state1ap1acc_35769115713,default,0,1,48,48,985,870,3,11,101,2,46,0,21,22,19,2,,-1,-1,minimal,0,3,17,exact,true,true,0.031,SOUND,
3state1ap1acc_35769115713_c,default,0,1,48,48,985,870,3,11,101,2,46,0,21,22,19,2,,-1,-1,minimal,0,3,17,exact,true,true,0.032,SOUND,
3state1ap1acc_35854005264,default,0,1,17,17,226,190,5,0,31,2,15,1,9,11,7,2,,-1,-1,minimal,0,3,8,exact,true,true,0.005,SOUND,
3state1ap1acc_35854005264_c,default,0,1,17,17,226,190,5,0,31,2,15,1,9,11,7,2,,-1,-1,minimal,0,3,8,exact,true,true,0.005,SOUND,
3state1ap1acc_35887882320,default,0,1,22,22,327,292,5,2,28,2,20,0,11,12,9,2,,-1,-1,minimal,0,3,11,exact,true,true,0.007,SOUND,
3state1ap1acc_35887882320_c,default,0,1,22,22,327,292,5,2,28,2,20,0,11,12,9,2,,-1,-1,minimal,0,3,11,exact,true,true,0.007,SOUND,
3state1ap1acc_36239149220,default,0,1,23,23,221,175,4,0,42,3,21,9,1,11,7,2,,-1,-1,minimal,5,1,12,exact,true,true,0.007,SOUND,
3state1ap1acc_36239149220_c,default,0,1,23,23,221,175,4,0,42,3,21,9,1,11,7,2,,-1,-1,minimal,5,1,12,exact,true,true,0.007,SOUND,
3state1ap1acc_36592242562,default,0,1,7,7,33,29,3,1,0,2,5,4,1,6,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_36592242562_c,default,0,1,7,7,33,29,3,1,0,2,5,4,1,6,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_37118511116,default,0,1,6,6,27,21,1,0,5,1,4,2,2,5,3,2,,-1,-1,minimal,0,0,4,exact,true,true,0.001,SOUND,
3state1ap1acc_38522602760,default,0,1,34,34,294,248,3,1,42,2,32,9,1,11,9,2,,-1,-1,minimal,2,1,15,exact,true,true,0.011,SOUND,
3state1ap1acc_38522602760_c,default,0,1,34,34,294,248,3,1,42,2,32,9,1,11,9,2,,-1,-1,minimal,2,1,15,exact,true,true,0.011,SOUND,
3state1ap1acc_43021293649,default,0,1,8,8,44,40,2,1,1,2,6,2,3,6,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_43021293649_c,default,0,1,8,8,44,40,2,1,1,2,6,2,3,6,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_43042907573,default,0,1,10,10,50,44,3,1,2,2,8,4,1,6,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_43042907573_c,default,0,1,10,10,50,44,3,1,2,2,8,4,1,6,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_43564713281,default,0,1,12,12,99,80,4,1,14,2,10,1,5,7,3,2,,-1,-1,minimal,0,2,6,exact,true,true,0.003,SOUND,
3state1ap1acc_43564713281_c,default,0,1,12,12,99,80,4,1,14,2,10,1,5,7,3,2,,-1,-1,minimal,0,2,6,exact,true,true,0.003,SOUND,
3state1ap1acc_43742933084,default,0,1,6,6,24,19,3,0,2,4,4,3,1,5,1,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_44170477951,default,0,1,10,10,60,55,3,1,1,2,8,3,3,7,4,2,,-1,-1,minimal,2,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_44331016324,default,0,1,14,14,108,90,2,3,13,2,12,6,1,8,6,2,,-1,-1,minimal,2,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_44331016324_c,default,0,1,14,14,108,90,2,3,13,2,12,6,1,8,6,2,,-1,-1,minimal,2,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_44363437384,default,0,1,11,11,80,69,4,0,7,4,9,6,1,8,2,2,,-1,-1,minimal,5,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_44363437384_c,default,0,1,11,11,80,69,4,0,7,4,9,6,1,8,2,2,,-1,-1,minimal,5,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_44430561286,default,0,1,13,13,95,72,1,1,21,2,11,6,1,8,5,2,,-1,-1,minimal,2,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_44430561286_c,default,0,1,13,13,95,72,1,1,21,2,11,6,1,8,5,2,,-1,-1,minimal,2,1,9,exact,true,true,0.003,SOUND,
3state1ap1acc_45103587365,default,0,1,25,25,383,339,2,4,38,1,23,4,10,15,13,2,,-1,-1,minimal,0,0,12,exact,true,true,0.008,SOUND,
3state1ap1acc_45103587365_c,default,0,1,25,25,383,339,2,4,38,1,23,4,10,15,13,2,,-1,-1,minimal,0,0,12,exact,true,true,0.008,SOUND,
3state1ap1acc_45349179777,default,0,1,9,9,41,39,1,1,0,2,7,6,0,7,5,2,,-1,-1,minimal,1,1,7,exact,true,true,0.001,SOUND,
3state1ap1acc_45349179777_c,default,0,1,9,9,41,39,1,1,0,2,7,6,0,7,5,2,,-1,-1,minimal,1,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_45500682644,default,0,1,10,10,61,50,3,1,7,4,8,4,1,6,2,2,,-1,-1,minimal,3,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_45500682644_c,default,0,1,10,10,61,50,3,1,7,4,8,4,1,6,2,2,,-1,-1,minimal,3,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_45745376256,default,0,1,8,8,39,34,2,0,3,1,6,2,2,5,3,2,,-1,-1,minimal,0,0,5,exact,true,true,0.001,SOUND,
3state1ap1acc_45904040017,default,0,1,17,17,125,111,2,3,9,3,15,10,1,12,9,2,,-1,-1,minimal,2,1,10,exact,true,true,0.004,SOUND,
3state1ap1acc_45904040017_c,default,0,1,17,17,125,111,2,3,9,3,15,10,1,12,9,2,,-1,-1,minimal,2,1,10,exact,true,true,0.004,SOUND,
3state1ap1acc_46103857296,default,0,1,14,14,138,117,5,3,13,4,12,2,8,11,7,2,,-1,-1,minimal,3,3,8,exact,true,true,0.004,SOUND,
3state1ap1acc_46103857296_c,default,0,1,14,14,138,117,5,3,13,4,12,2,8,11,7,2,,-1,-1,minimal,3,3,8,exact,true,true,0.004,SOUND,
3state1ap1acc_46306722133,default,0,1,7,7,39,33,2,2,2,3,5,4,1,6,3,2,,-1,-1,minimal,2,1,7,exact,true,true,0.001,SOUND,
3state1ap1acc_46306722133_c,default,0,1,7,7,39,33,2,2,2,3,5,4,1,6,3,2,,-1,-1,minimal,2,1,7,exact,true,true,0.001,SOUND,
3state1ap1acc_46339064451,default,0,1,4,4,12,8,2,0,2,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_46475546712,default,0,1,11,11,72,56,3,0,13,2,9,6,1,8,6,2,,-1,-1,minimal,2,1,8,exact,true,true,0.002,SOUND,
3state1ap1acc_46475546712_c,default,0,1,11,11,72,56,3,0,13,2,9,6,1,8,6,2,,-1,-1,minimal,2,1,8,exact,true,true,0.002,SOUND,
3state1ap1acc_46565744772,default,0,1,12,12,99,83,4,3,9,3,10,2,6,9,4,2,,-1,-1,minimal,3,3,8,exact,true,true,0.003,SOUND,
3state1ap1acc_46565744772_c,default,0,1,12,12,99,83,4,3,9,3,10,2,6,9,4,2,,-1,-1,minimal,3,3,8,exact,true,true,0.003,SOUND,
3state1ap1acc_46783922256,default,0,1,16,16,138,120,4,0,14,2,14,1,6,8,5,2,,-1,-1,minimal,0,3,8,exact,true,true,0.003,SOUND,
3state1ap1acc_46783922256_c,default,0,1,16,16,138,120,4,0,14,2,14,1,6,8,5,2,,-1,-1,minimal,0,3,8,exact,true,true,0.003,SOUND,
3state1ap1acc_46880805085,default,0,1,10,10,58,47,3,1,7,3,8,8,0,9,5,2,,-1,-1,minimal,3,2,8,exact,true,true,0.002,SOUND,
3state1ap1acc_46880805085_c,default,0,1,10,10,58,47,3,1,7,3,8,8,0,9,5,2,,-1,-1,minimal,3,2,8,exact,true,true,0.002,SOUND,
3state1ap1acc_51627529236,default,0,1,7,7,33,27,1,0,5,1,5,2,2,5,3,2,,-1,-1,minimal,0,0,4,exact,true,true,0.001,SOUND,
3state1ap1acc_51627529236_c,default,0,1,7,7,33,27,1,0,5,1,5,2,2,5,3,2,,-1,-1,minimal,0,0,4,exact,true,true,0.001,SOUND,
3state1ap1acc_52892438391,default,0,1,5,5,20,15,3,0,2,2,3,1,2,4,0,2,,-1,-1,minimal,0,2,3,exact,true,true,0.001,SOUND,
3state1ap1acc_54870413440,default,0,1,10,10,90,74,4,5,7,2,8,0,7,8,5,2,,-1,-1,minimal,0,3,8,exact,true,true,0.002,SOUND,
3state1ap1acc_55983376460,default,0,1,5,5,21,16,3,0,2,3,3,2,1,4,0,2,,-1,-1,minimal,3,1,4,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_00201392184,default,0,1,8,8,39,32,3,0,4,2,6,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_00236788304,default,0,1,14,14,77,68,2,3,4,2,12,6,0,7,5,2,,-1,-1,minimal,2,1,9,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_00236788304_c,default,0,1,14,14,77,68,2,3,4,2,12,6,0,7,5,2,,-1,-1,minimal,2,1,9,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_00487332352,default,0,1,9,9,58,46,1,1,10,1,7,1,4,6,4,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_00487332352_c,default,0,1,9,9,58,46,1,1,10,1,7,1,4,6,4,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_00537939912,default,0,1,20,20,312,252,3,3,54,2,18,9,5,15,13,2,,-1,-1,minimal,0,2,10,exact,true,true,0.007,SOUND,
3state1ap1acc_parity_00537939912_c,default,0,1,20,20,312,252,3,3,54,2,18,9,5,15,13,2,,-1,-1,minimal,0,2,10,exact,true,true,0.007,SOUND,
3state1ap1acc_parity_00545282680,default,0,1,18,18,224,187,5,1,31,2,16,9,3,13,9,2,,-1,-1,minimal,0,3,8,exact,true,true,0.005,SOUND,
3state1ap1acc_parity_00545282680_c,default,0,1,18,18,224,187,5,1,31,2,16,9,3,13,9,2,,-1,-1,minimal,0,3,8,exact,true,true,0.005,SOUND,
3state1ap1acc_parity_01686113800,default,0,1,22,22,233,177,1,1,54,1,20,5,5,11,9,2,,-1,-1,minimal,0,0,8,exact,true,true,0.006,SOUND,
3state1ap1acc_parity_01686113800_c,default,0,1,22,22,233,177,1,1,54,1,20,5,5,11,9,2,,-1,-1,minimal,0,0,8,exact,true,true,0.006,SOUND,
3state1ap1acc_parity_01793722533,default,0,1,10,10,47,44,1,2,0,1,8,7,0,8,6,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_01793722533_c,default,0,1,10,10,47,44,1,2,0,1,8,7,0,8,6,2,,-1,-1,minimal,0,0,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_02217028642,default,0,1,8,8,40,34,4,1,1,4,6,5,1,7,2,2,,-1,-1,minimal,4,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_02217028642_c,default,0,1,8,8,40,34,4,1,1,4,6,5,1,7,2,2,,-1,-1,minimal,4,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_02391035905,default,0,1,13,13,87,73,4,2,8,3,11,6,1,8,3,2,,-1,-1,minimal,4,1,8,exact,true,true,0.003,SOUND,
3state1ap1acc_parity_02391035905_c,default,0,1,13,13,87,73,4,2,8,3,11,6,1,8,3,2,,-1,-1,minimal,4,1,8,exact,true,true,0.003,SOUND,
3state1ap1acc_parity_02551254100,default,0,1,29,29,447,343,1,6,97,1,27,8,6,15,13,2,,-1,-1,minimal,0,0,12,exact,true,true,0.011,SOUND,
3state1ap1acc_parity_02551254100_c,default,0,1,29,29,447,343,1,6,97,1,27,8,6,15,13,2,,-1,-1,minimal,0,0,12,exact,true,true,0.011,SOUND,
3state1ap1acc_parity_02952890502,default,0,1,6,6,16,14,2,0,0,2,4,3,0,4,2,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_02952890502_c,default,0,1,6,6,16,14,2,0,0,2,4,3,0,4,2,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_03556904328,default,0,1,14,14,111,88,3,1,19,3,12,2,6,9,6,2,,-1,-1,minimal,3,2,7,exact,true,true,0.003,SOUND,
3state1ap1acc_parity_03556904328_c,default,0,1,14,14,111,88,3,1,19,3,12,2,6,9,6,2,,-1,-1,minimal,3,2,7,exact,true,true,0.003,SOUND,
3state1ap1acc_parity_03910008865,default,0,1,4,4,8,6,2,0,0,2,2,2,0,3,1,2,,-1,-1,minimal,2,1,4,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_03967827977,default,0,1,8,8,32,25,1,1,5,2,6,4,0,5,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_03967827977_c,default,0,1,8,8,32,25,1,1,5,2,6,4,0,5,2,2,,-1,-1,minimal,2,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_05519769640,default,0,1,9,9,29,24,1,1,3,1,7,4,0,5,3,2,,-1,-1,minimal,0,0,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_05519769640_c,default,0,1,9,9,29,24,1,1,3,1,7,4,0,5,3,2,,-1,-1,minimal,0,0,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_05721563137,default,0,1,7,7,37,29,3,0,5,2,5,4,1,6,3,2,,-1,-1,minimal,4,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_06258090722,default,0,1,9,9,46,41,3,0,2,4,7,5,1,7,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_06258090722_c,default,0,1,9,9,46,41,3,0,2,4,7,5,1,7,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_06539183378,default,0,1,10,10,52,47,2,2,1,2,8,6,1,8,4,2,,-1,-1,minimal,2,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_06539183378_c,default,0,1,10,10,52,47,2,2,1,2,8,6,1,8,4,2,,-1,-1,minimal,2,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_08611459145,default,0,1,5,5,17,14,3,0,0,3,3,2,1,4,0,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_08611459145_c,default,0,1,5,5,17,14,3,0,0,3,3,2,1,4,0,2,,-1,-1,minimal,3,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_08657112224,default,0,1,15,15,114,103,6,1,4,4,13,3,4,8,3,2,,-1,-1,minimal,4,3,8,exact,true,true,0.004,SOUND,
3state1ap1acc_parity_08657112224_c,default,0,1,15,15,114,103,6,1,4,4,13,3,4,8,3,2,,-1,-1,minimal,4,3,8,exact,true,true,0.004,SOUND,
3state1ap1acc_parity_09932264476,default,0,1,5,5,14,11,3,0,0,2,3,2,1,4,2,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_09932264476_c,default,0,1,5,5,14,11,3,0,0,2,3,2,1,4,2,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_10805384360,default,0,1,12,12,73,64,6,0,3,2,10,6,1,8,5,2,,-1,-1,minimal,4,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_10805384360_c,default,0,1,12,12,73,64,6,0,3,2,10,6,1,8,5,2,,-1,-1,minimal,4,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_17355320612,default,0,1,11,11,57,53,3,0,1,3,9,6,1,8,3,2,,-1,-1,minimal,4,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_17355320612_c,default,0,1,11,11,57,53,3,0,1,3,9,6,1,8,3,2,,-1,-1,minimal,4,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19331645958,default,0,1,12,12,63,58,3,2,0,2,10,5,1,7,4,2,,-1,-1,minimal,3,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19331645958_c,default,0,1,12,12,63,58,3,2,0,2,10,5,1,7,4,2,,-1,-1,minimal,3,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19371786357,default,0,1,5,5,18,15,3,0,0,2,3,2,1,4,1,2,,-1,-1,minimal,4,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19371786357_c,default,0,1,5,5,18,15,3,0,0,2,3,2,1,4,1,2,,-1,-1,minimal,4,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19394595852,default,0,1,4,4,12,8,2,0,2,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19394595852_c,default,0,1,4,4,12,8,2,0,2,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19394793126,default,0,1,5,5,19,12,4,0,3,3,3,2,1,4,1,2,,-1,-1,minimal,2,2,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19394793126_c,default,0,1,5,5,19,12,4,0,3,3,3,2,1,4,1,2,,-1,-1,minimal,2,2,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19462283265,default,0,1,7,7,29,23,3,1,2,2,5,3,1,5,2,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19462283265_c,default,0,1,7,7,29,23,3,1,2,2,5,3,1,5,2,2,,-1,-1,minimal,0,2,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19596093573,default,0,1,8,8,47,38,3,2,4,3,6,5,1,7,3,2,,-1,-1,minimal,5,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19596093573_c,default,0,1,8,8,47,38,3,2,4,3,6,5,1,7,3,2,,-1,-1,minimal,5,1,7,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19864528293,default,0,1,4,4,9,7,2,0,0,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19864528293_c,default,0,1,4,4,9,7,2,0,0,2,2,1,1,3,0,2,,-1,-1,minimal,2,1,3,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_19866330129,default,0,1,9,9,66,50,4,1,11,1,7,3,2,6,4,2,,-1,-1,minimal,0,0,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_19866330129_c,default,0,1,9,9,66,50,4,1,11,1,7,3,2,6,4,2,,-1,-1,minimal,0,0,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_20303183877,default,0,1,8,8,42,34,5,0,3,2,6,4,1,6,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_20303183877_c,default,0,1,8,8,42,34,5,0,3,2,6,4,1,6,3,2,,-1,-1,minimal,0,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_20887920650,default,0,1,9,9,43,38,3,0,2,2,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_20887920650_c,default,0,1,9,9,43,38,3,0,2,2,7,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_20955287557,default,0,1,7,7,35,30,3,0,2,2,5,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_20955287557_c,default,0,1,7,7,35,30,3,0,2,2,5,4,1,6,2,2,,-1,-1,minimal,3,1,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_21949986832,default,0,1,10,10,42,40,2,0,0,2,8,6,0,7,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_21949986832_c,default,0,1,10,10,42,40,2,0,0,2,8,6,0,7,3,2,,-1,-1,minimal,3,1,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_22766815320,default,0,1,8,8,51,33,2,1,15,2,6,5,1,7,4,2,,-1,-1,minimal,3,1,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_22766815320_c,default,0,1,8,8,51,33,2,1,15,2,6,5,1,7,4,2,,-1,-1,minimal,3,1,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_23539146765,default,0,1,5,5,17,12,2,0,3,3,3,3,0,4,1,2,,-1,-1,minimal,3,1,4,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_23539146765_c,default,0,1,5,5,17,12,2,0,3,3,3,3,0,4,1,2,,-1,-1,minimal,3,1,4,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_23899477002,default,0,1,10,10,52,47,3,1,1,3,8,6,1,8,4,2,,-1,-1,minimal,3,1,8,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_23899477002_c,default,0,1,10,10,52,47,3,1,1,3,8,6,1,8,4,2,,-1,-1,minimal,3,1,8,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_24226480736,default,0,1,30,30,287,273,1,5,8,2,28,11,1,13,11,2,,-1,-1,minimal,1,1,13,exact,true,true,0.008,SOUND,
3state1ap1acc_parity_24226480736_c,default,0,1,30,30,287,273,1,5,8,2,28,11,1,13,11,2,,-1,-1,minimal,1,1,13,exact,true,true,0.008,SOUND,
3state1ap1acc_parity_24713118346,default,0,1,7,7,41,32,3,1,5,2,5,5,0,6,2,2,,-1,-1,minimal,0,2,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_24713118346_c,default,0,1,7,7,41,32,3,1,5,2,5,5,0,6,2,2,,-1,-1,minimal,0,2,6,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_24805433345,default,0,1,9,9,60,47,4,1,8,2,7,2,3,6,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_24805433345_c,default,0,1,9,9,60,47,4,1,8,2,7,2,3,6,3,2,,-1,-1,minimal,0,3,6,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_24847343626,default,0,1,9,9,49,40,4,0,5,3,7,3,2,6,1,2,,-1,-1,minimal,3,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_24847343626_c,default,0,1,9,9,49,40,4,0,5,3,7,3,2,6,1,2,,-1,-1,minimal,3,2,5,exact,true,true,0.002,SOUND,
3state1ap1acc_parity_25042096476,default,0,1,6,6,22,19,1,2,0,2,4,4,0,5,3,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_25042096476_c,default,0,1,6,6,22,19,1,2,0,2,4,4,0,5,3,2,,-1,-1,minimal,2,1,5,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_34382430232,default,0,1,6,6,27,24,3,0,0,3,4,3,1,5,0,2,,-1,-1,minimal,5,1,7,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_34382430232_c,default,0,1,6,6,27,24,3,0,0,3,4,3,1,5,0,2,,-1,-1,minimal,5,1,7,exact,true,true,0.001,SOUND,
3state1ap1acc_parity_34454263104,default,0,1,9,9,64,50,4,2,8,2,7,0,5,6,3,2,,-1,-1,minimal,0,3,7,exact,true,true,0.002,SOUND,
