formula,class,mp,technique,dag_nodes,temporals,tree_nodes,sharing,build_s,equiv,reconstructed
aut_11459.hoa,?,?,buchi,719,142,3327077,4627.4,1.191,UNVERIFIED_SIZE,<unflattened DAG: 3327077 tree nodes>
aut_11460.hoa,?,?,-,,,,,15.025,BUILD_TIMEOUT>15s,
aut_11463.hoa,?,?,buchi,30,7,63,2.1,1.115,True,(F(!a & XF(a & X!a)) & ((a | X(a & XF!a)) U (!a & X(a & XF!a)))) | (a U (!a & X!…
aut_11464.hoa,?,?,-,,,,,0.578,NOT_LTL,
aut_11468.hoa,?,?,buchi,609,124,3318705,5449.4,1.169,UNVERIFIED_SIZE,<unflattened DAG: 3318705 tree nodes>
aut_12128.hoa,?,?,daisy,1,0,1,1.0,0.063,True,1
aut_16642.hoa,?,?,daisy,3,2,3,1.0,0.064,True,FGa
aut_16646.hoa,?,?,daisy,5,3,6,1.2,0.063,True,F(a & GFa)
aut_16672.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16674.hoa,?,?,buchi,8,3,16,2.0,1.101,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_16676.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16678.hoa,?,?,buchi,9,3,14,1.6,1.107,True,X(Fa & G(!a | X(!a R Fa)))
aut_16680.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16684.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_16704.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_16706.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_16736.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_16738.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_16740.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_16742.hoa,?,?,acc,1,0,1,1.0,1.114,True,1
aut_16744.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_16748.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_16768.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_16770.hoa,?,?,buchi,8,3,16,2.0,1.121,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_16771.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_16772.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16774.hoa,?,?,buchi,8,3,16,2.0,1.108,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_16897.hoa,?,?,daisy,2,1,2,1.0,0.065,True,Fa
aut_16899.hoa,?,?,daisy,6,2,7,1.2,0.065,True,F(a & XG!a)
aut_16903.hoa,?,?,daisy,6,3,7,1.2,0.064,True,F(a & GF!a)
aut_16905.hoa,?,?,daisy,2,1,2,1.0,0.065,True,Fa
aut_16912.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_16914.hoa,?,?,partscc,3,2,3,1.0,0.065,True,GFa
aut_16915.hoa,?,?,buchi,2,1,2,1.0,1.103,True,Fa
aut_16916.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16918.hoa,?,?,buchi,8,3,13,1.6,1.107,True,Fa & G(!a | X(!a R Fa))
aut_16919.hoa,?,?,buchi,2,1,2,1.0,1.112,True,Fa
aut_16920.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_16924.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_16928.hoa,?,?,daisy2,5,2,6,1.2,0.062,True,GF(a & Xa)
aut_16930.hoa,?,?,buchi,46,9,373,8.1,1.115,True,F(a & Xa) & ((!a U (a & Xa)) | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (((a R …
aut_16931.hoa,?,?,buchi,2,1,2,1.0,1.127,True,Fa
aut_16935.hoa,?,?,buchi,2,1,2,1.0,1.115,True,Fa
aut_16936.hoa,?,?,daisy2,5,2,6,1.2,0.065,True,GF(a & Xa)
aut_16944.hoa,?,?,daisy2,6,2,7,1.2,0.065,True,GF(a & X!a)
aut_16947.hoa,?,?,buchi,726,129,719222,990.7,1.224,UNVERIFIED_SIZE,<unflattened DAG: 719222 tree nodes>
aut_16948.hoa,?,?,daisy2,6,3,7,1.2,0.065,True,G(F!a & Fa)
aut_16951.hoa,?,?,buchi,75,12,325,4.3,1.116,True,((!a U (a & X!a)) | (!a & X(!a U (a & X!a))) | ((!a | X(a & (X!a | (F!a & ((!a |…
aut_16952.hoa,?,?,daisy2,6,3,7,1.2,0.064,True,G(F!a & Fa)
aut_16956.hoa,?,?,daisy2,6,2,7,1.2,0.065,True,GF(a & X!a)
aut_16960.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_16963.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_16967.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_16995.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_16999.hoa,?,?,buchi,2,1,2,1.0,1.111,True,Fa
aut_17008.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_17011.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_17012.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_17015.hoa,?,?,buchi,2,1,2,1.0,1.104,True,Fa
aut_17016.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_17020.hoa,?,?,daisy2,3,2,3,1.0,0.067,True,GFa
aut_17024.hoa,?,?,daisy2,5,2,6,1.2,0.064,True,GF(a & Xa)
aut_17026.hoa,?,?,-,,,,,0.573,NOT_LTL,
aut_17027.hoa,?,?,buchi,2,1,2,1.0,1.110,True,Fa
aut_17028.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_17031.hoa,?,?,buchi,2,1,2,1.0,1.109,True,Fa
aut_17088.hoa,?,?,daisy2,6,2,7,1.2,0.066,True,GF(a & X!a)
aut_17091.hoa,?,?,buchi,726,129,719222,990.7,1.221,UNVERIFIED_SIZE,<unflattened DAG: 719222 tree nodes>
aut_17092.hoa,?,?,daisy2,6,3,7,1.2,0.064,True,G(F!a & Fa)
aut_17095.hoa,?,?,buchi,726,129,719222,990.7,1.219,UNVERIFIED_SIZE,<unflattened DAG: 719222 tree nodes>
aut_17474.hoa,?,?,buchi,6899,1184,244623717373390601115304,35457851481865576448.0,1.494,UNVERIFIED_SIZE,<unflattened DAG: 244623717373390601115304 tree nodes>
aut_17507.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_17538.hoa,?,?,-,,,,,0.581,NOT_LTL,
aut_17539.hoa,?,?,buchi,11739,1724,8031191336912167,684146122916.1,2.198,UNVERIFIED_SIZE,<unflattened DAG: 8031191336912167 tree nodes>
aut_17936.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_17938.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_17939.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_17940.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_17943.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_17944.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_17948.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_17952.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_17954.hoa,?,?,buchi,8,3,16,2.0,1.112,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_17955.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_17959.hoa,?,?,acc,1,0,1,1.0,1.099,True,1
aut_17960.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_17968.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_17970.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_17971.hoa,?,?,buchi,8,3,15,1.9,1.111,True,(a R F!a) & G(a | X(a R F!a))
aut_17972.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_17975.hoa,?,?,buchi,9,3,14,1.6,1.105,True,X(F!a & G(a | X(a R F!a)))
aut_17976.hoa,?,?,daisy2,4,2,4,1.0,0.064,True,GF!a
aut_17980.hoa,?,?,daisy2,4,2,4,1.0,0.064,True,GF!a
aut_17987.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_17991.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_18019.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_18023.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_18032.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_18034.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_18035.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_18036.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_18039.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_18040.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_18044.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_18051.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_18055.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_18115.hoa,?,?,buchi,8,2,12,1.5,1.104,True,F!a & G(a | XXF!a)
aut_18119.hoa,?,?,buchi,8,2,12,1.5,1.111,True,F!a & G(a | XXF!a)
aut_18438.hoa,?,?,daisy,5,3,6,1.2,0.065,True,F(a & GFa)
aut_18439.hoa,?,?,daisy,6,3,7,1.2,0.064,True,F(a & GF!a)
aut_18452.hoa,?,?,daisy2,3,2,3,1.0,0.066,True,GFa
aut_18454.hoa,?,?,buchi,619,111,820086,1324.9,1.180,UNVERIFIED_SIZE,<unflattened DAG: 820086 tree nodes>
aut_18455.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_18456.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_18460.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_18468.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_18476.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_18484.hoa,?,?,daisy2,6,3,7,1.2,0.064,True,G(F!a & Fa)
aut_18488.hoa,?,?,daisy2,6,3,7,1.2,0.064,True,G(F!a & Fa)
aut_18492.hoa,?,?,daisy2,6,2,7,1.2,0.065,True,GF(a & X!a)
aut_18498.hoa,?,?,buchi,46,9,373,8.1,1.114,True,F(a & Xa) & ((!a U (a & Xa)) | ((!a | X!a) U (!a & X(!a U (a & Xa))))) & (((a R …
aut_18499.hoa,?,?,-,,,,,15.022,BUILD_TIMEOUT>15s,
aut_18531.hoa,?,?,buchi,2,1,2,1.0,1.137,True,Fa
aut_18536.hoa,?,?,daisy2,5,2,6,1.2,0.064,True,GF(a & Xa)
aut_18546.hoa,?,?,daisy,3,2,3,1.0,0.064,True,GFa
aut_18562.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_18563.hoa,?,?,-,,,,,15.024,BUILD_TIMEOUT>15s,
aut_18627.hoa,?,?,-,,,,,0.583,NOT_LTL,
aut_24834.hoa,?,?,daisy,3,2,3,1.0,0.064,True,GFa
aut_24835.hoa,?,?,daisy+strength2,1,0,1,1.0,0.066,True,1
aut_24838.hoa,?,?,daisy,3,2,3,1.0,0.063,True,GFa
aut_24839.hoa,?,?,daisy,1,0,1,1.0,0.066,True,1
aut_24864.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_24868.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_24880.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_24883.hoa,?,?,acc,1,0,1,1.0,1.097,True,1
aut_24884.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_24887.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_24888.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24892.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24896.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24898.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_24899.hoa,?,?,acc,1,0,1,1.0,1.112,True,1
aut_24928.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_24944.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_24947.hoa,?,?,acc,1,0,1,1.0,1.100,True,1
aut_24948.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24951.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_24952.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_24956.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_24960.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_24962.hoa,?,?,buchi,8,3,13,1.6,1.108,True,Fa & G(!a | X(!a R Fa))
aut_24963.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_24964.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_24966.hoa,?,?,buchi,8,3,13,1.6,1.131,True,Fa & G(!a | X(!a R Fa))
aut_25024.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25026.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_25027.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_25028.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_25031.hoa,?,?,acc,1,0,1,1.0,1.098,True,1
aut_25091.hoa,?,?,daisy+strength2,9,4,11,1.2,0.063,True,F((a & XG!a) | GFa)
aut_25095.hoa,?,?,daisy,9,5,11,1.2,0.067,True,F(GFa | (a & GF!a))
aut_25104.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_25107.hoa,?,?,buchi,2,1,2,1.0,1.111,True,Fa
aut_25108.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_25123.hoa,?,?,buchi,2,1,2,1.0,1.109,True,Fa
aut_25127.hoa,?,?,buchi,2,1,2,1.0,1.109,True,Fa
aut_25155.hoa,?,?,buchi,2,1,2,1.0,1.114,True,Fa
aut_25159.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_25187.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_25191.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_25219.hoa,?,?,buchi,2,1,2,1.0,1.110,True,Fa
aut_25223.hoa,?,?,buchi,2,1,2,1.0,1.117,True,Fa
aut_25283.hoa,?,?,buchi,2,1,2,1.0,1.133,True,Fa
aut_25287.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_25392.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_25395.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_25396.hoa,?,?,daisy2,1,0,1,1.0,0.067,True,1
aut_25399.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_25400.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25404.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25456.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_25459.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_25460.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25463.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_25464.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25468.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_25616.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_25618.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_25619.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_25635.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_25667.hoa,?,?,acc,1,0,1,1.0,1.104,True,1
aut_25671.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_25699.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_25731.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_25735.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_25795.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_25799.hoa,?,?,acc,1,0,1,1.0,1.095,True,1
aut_26128.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26131.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_26147.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_26151.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_26179.hoa,?,?,acc,1,0,1,1.0,1.124,True,1
aut_26183.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_26211.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_26215.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_26243.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_26247.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_26307.hoa,?,?,acc,1,0,1,1.0,1.101,True,1
aut_26311.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_26416.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26419.hoa,?,?,acc,1,0,1,1.0,1.096,True,1
aut_26420.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26423.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_26424.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26428.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26480.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_26483.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_26484.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26487.hoa,?,?,acc,1,0,1,1.0,1.115,True,1
aut_26488.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_26492.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_26625.hoa,?,?,daisy+strength2,2,1,2,1.0,0.064,True,Fa
aut_26640.hoa,?,?,daisy2,3,2,3,1.0,0.062,True,GFa
aut_26642.hoa,?,?,buchi,8,3,13,1.6,1.102,True,Fa & G(!a | X(!a R Fa))
aut_26643.hoa,?,?,buchi,2,1,2,1.0,1.092,True,Fa
aut_26644.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_26646.hoa,?,?,buchi,619,111,820086,1324.9,1.184,UNVERIFIED_SIZE,<unflattened DAG: 820086 tree nodes>
aut_26647.hoa,?,?,buchi,2,1,2,1.0,1.099,True,Fa
aut_26659.hoa,?,?,buchi,2,1,2,1.0,1.107,True,Fa
aut_26691.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_26695.hoa,?,?,buchi,2,1,2,1.0,1.106,True,Fa
aut_26723.hoa,?,?,buchi,2,1,2,1.0,1.127,True,Fa
aut_26755.hoa,?,?,buchi,2,1,2,1.0,1.108,True,Fa
aut_26759.hoa,?,?,buchi,2,1,2,1.0,1.104,True,Fa
aut_26819.hoa,?,?,buchi,2,1,2,1.0,1.104,True,Fa
aut_26823.hoa,?,?,buchi,2,1,2,1.0,1.105,True,Fa
aut_27664.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_27666.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_27672.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_27699.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_27703.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27715.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_27719.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27779.hoa,?,?,acc,1,0,1,1.0,1.108,True,1
aut_27783.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_27843.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_27847.hoa,?,?,acc,1,0,1,1.0,1.102,True,1
aut_33027.hoa,?,?,daisy,4,2,5,1.2,0.064,True,a U G!a
aut_33030.hoa,?,?,daisy,3,2,3,1.0,0.065,True,GFa
aut_33031.hoa,?,?,daisy,4,2,4,1.0,0.064,True,GF!a
aut_33056.hoa,?,?,daisy2,4,1,5,1.2,0.064,True,G(a | Xa)
aut_33058.hoa,?,?,buchi,32,8,88,2.8,1.117,True,((!a R (a | Xa)) & (Ga | ((!a & X!a) R (!a | X(!a | X(!a R (a | Xa)))))) & ((!a …
aut_33060.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_33062.hoa,?,?,buchi,8,3,16,2.0,1.107,True,(!a R Fa) & G(!a | X(!a R Fa))
aut_33064.hoa,?,?,daisy2,4,1,5,1.2,0.065,True,G(a | Xa)
aut_33068.hoa,?,?,daisy2,3,2,3,1.0,0.065,True,GFa
aut_33072.hoa,?,?,-,,,,,0.585,NOT_LTL,
aut_33075.hoa,?,?,buchi,105,17,1371,13.1,1.139,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33076.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_33079.hoa,?,?,buchi,9,3,14,1.6,1.112,True,X(F!a & G(a | X(a R F!a)))
aut_33080.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_33084.hoa,?,?,buchi,105,17,1371,13.1,1.142,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33088.hoa,?,?,daisy2,1,0,1,1.0,0.062,True,1
aut_33090.hoa,?,?,acc,1,0,1,1.0,1.107,True,1
aut_33091.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_33092.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_33094.hoa,?,?,acc,1,0,1,1.0,1.111,True,1
aut_33095.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_33096.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_33100.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33120.hoa,?,?,daisy2,1,0,1,1.0,0.063,True,1
aut_33122.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_33124.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33126.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_33128.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_33132.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33136.hoa,?,?,daisy2,1,0,1,1.0,0.065,True,1
aut_33139.hoa,?,?,acc,1,0,1,1.0,1.110,True,1
aut_33140.hoa,?,?,daisy2,1,0,1,1.0,0.061,True,1
aut_33143.hoa,?,?,acc,1,0,1,1.0,1.106,True,1
aut_33144.hoa,?,?,daisy2,1,0,1,1.0,0.066,True,1
aut_33148.hoa,?,?,daisy2,1,0,1,1.0,0.064,True,1
aut_33152.hoa,?,?,daisy2,4,1,5,1.2,0.066,True,G(a | Xa)
aut_33154.hoa,?,?,buchi,32,8,88,2.8,1.114,True,((!a R (a | Xa)) & (Ga | ((!a & X!a) R (!a | X(!a | X(!a R (a | Xa)))))) & ((!a …
aut_33155.hoa,?,?,acc,1,0,1,1.0,1.105,True,1
aut_33156.hoa,?,?,daisy2,3,2,3,1.0,0.064,True,GFa
aut_33158.hoa,?,?,buchi,64,13,369,5.8,1.139,True,(G(!a | X(!a R (a | X((a & XF!a) | (!a & X(F(a & XF!a) & (a | Xa | (X(!a & XFa) …
aut_33216.hoa,?,?,-,,,,,0.582,NOT_LTL,
aut_33218.hoa,?,?,acc,1,0,1,1.0,1.109,True,1
aut_33219.hoa,?,?,buchi,105,17,1371,13.1,1.139,True,X(a | X(!a | X(!a | X!a | (X(a & XF!a) & ((!a | Xa) U (a & X(a & X!a))))))) & ((…
aut_33220.hoa,?,?,daisy2,4,2,4,1.0,0.063,True,GF!a
aut_33222.hoa,?,?,acc,1,0,1,1.0,1.103,True,1
aut_33223.hoa,?,?,buchi,19,4,35,1.8,1.121,True,F!a & (a | XF!a) & (XG(a | X(a R F!a)) | (a & X(!a & (a | G(a | X!a)))))
aut_33224.hoa,?,?,daisy2,4,2,4,1.0,0.065,True,GF!a
aut_33228.hoa,?,?,buchi,276,58,3213,11.6,1.171,True,((!a & X!a) | (((a & X!a) | (!a & X(a & X!a)) | ((XXXF!a | (a & XXF!a)) & ((a & …
aut_33283.hoa,?,?,daisy,6,2,8,1.3,0.063,True,a & X(a U G!a)
aut_33287.hoa,?,?,daisy,5,2,6,1.2,0.066,True,a & GF!a
aut_33296.hoa,?,?,buchi,30,5,71,2.4,1.117,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33298.hoa,?,?,partscc,5,1,7,1.4,0.067,True,a & G(a | Xa)
aut_33299.hoa,?,?,acc,1,0,1,1.0,1.124,True,a
aut_33300.hoa,?,?,buchi,16,4,31,1.9,1.115,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33303.hoa,?,?,acc,1,0,1,1.0,1.118,True,a
aut_33304.hoa,?,?,buchi,30,5,71,2.4,1.116,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33308.hoa,?,?,buchi,16,4,31,1.9,1.120,True,a & XFa & G((!a | X(!a | X(!a R Fa))) & (a | X(a R (!a | XFa))))
aut_33315.hoa,?,?,buchi,787,147,6052771,7690.9,1.190,UNVERIFIED_SIZE,<unflattened DAG: 6052771 tree nodes>
aut_33316.hoa,?,?,buchi,184,35,73119,397.4,1.136,True,a & (!a | X(a | X((a | Xa | (X(!a & XFa) & ((a | X!a) U (!a & X(!a & Xa))))) & (…
aut_33319.hoa,?,?,acc,1,0,1,1.0,1.112,True,a
aut_33324.hoa,?,?,buchi,460,85,3620391,7870.4,1.169,UNVERIFIED_SIZE,<unflattened DAG: 3620391 tree nodes>
aut_33328.hoa,?,?,buchi,14,3,29,2.1,1.116,True,a & XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))
aut_33331.hoa,?,?,buchi,24,5,51,2.1,1.128,True,a & F!a & X((a | XF!a) & ((!a & (a | G(a | X!a))) | G((a | X(a | X(a R F!a))) & …
aut_33332.hoa,?,?,buchi,4346,738,315091768906091,72501557502.6,1.456,UNVERIFIED_SIZE,<unflattened DAG: 315091768906091 tree nodes>
aut_33335.hoa,?,?,buchi,18,5,35,1.9,1.118,True,a & F(a & XF!a) & G((!a | X(!a R (a | XF!a))) & (a | X(a | X(a R F!a))))
aut_33336.hoa,?,?,buchi,14,3,29,2.1,1.113,True,a & XF!a & ((!a & X!a) R (!a | X(!a R (a | X(a & XF!a)))))
aut_33340.hoa,?,?,buchi,159,27,10512,66.1,1.149,True,(a & (X!a | F((!a & X(!a U (a & X!a))) | (a & X(a & (X(!a | X!a | (X(a & XF!a) &…
aut_33344.hoa,?,?,buchi,30,5,71,2.4,1.116,True,a & ((X(a | Xa) & ((!a & X!a) R ((!a | X(!a | X(!a R (a | Xa)))) & (a | X(!a | X…
aut_33346.hoa,?,?,partscc,5,1,7,1.4,0.065,True,a & G(a | Xa)
aut_33347.hoa,?,?,acc,1,0,1,1.0,1.104,True,a
aut_33348.hoa,?,?,buchi,5161,876,2945605709571695,570743210535.1,1.550,UNVERIFIED_SIZE,<unflattened DAG: 2945605709571695 tree nodes>
aut_33351.hoa,?,?,acc,1,0,1,1.0,1.144,True,a
